Number,Sentence
56,온/MM 동네/NNG 는/JX 아득/XR 하/XSA ᆫ/ETM 매향__02/NNG 에/JKB 휩싸이/VV ᆫ다/EF ./SF
57,"/SS 우리/NP 의/JKG 몸__01/NNG 은/JX 소금__01/NNG 에/JKB 녹슬/VV ᆫ다/EF ./SF "/SS
58,그/NP 들/XSN 은/JX 그/MM 향기__01/NNG 에/JKB 취하__03/VV 아/EC 있/VX 었/EP 다/EF ./SF
59,비난/NNG 에/JKB 시달리/VV 어야/EC 하/VX 았/EP 다/EF ./SF
60,웃음/NNG 을/JKO 두려워하/VV 는/ETM 자__18/NNB 의/JKG 손__01/NNG 에/JKB 말__01/NNG 이/VCP 다/EF ./SF
61,총__03/NNG 에/JKB 맞__03/VV 은/ETM 것/NNB 이/VCP 지요/EF ./SF
62,곰이/NNP 는/JX 아저씨/NNG 의/JKG 손__01/NNG 을/JKO 양손__01/NNG 에/JKB 잡__01/VV 았/EP 습니다/EF ./SF
63,'/SS 산채__01/NNG '/SS ;/SP 들기름/NNG 에/JKB 무치/VV ᆫ/ETM 14/SN 가지/NNB 나물__01/NNG 반찬/NNG
64,두환/NNP 은/JX 총__03/NNG 에/JKB 맞__03/VV 았/EP 다/EF ./SF
65,"/SS 그것/NP 무엇/NP 에/JKB 쓰__03/VV 게/EF ?/SF "/SS
66,그래서/MAJ 그/NP 는/JX 절대/MAG 말__01/NNG 에/JKB 넘어가__01/VV 지/EC 않/VX 는다/EF ./SF
67,"/SS 그/MM 새끼__02/NNG 엄살__01/NNG 에/JKB 넘어가__01/VV 지/EC 말/VX 어/EF ./SF
68,"/SS 화학__01/NNG 농법__02/NNG 에/JKB 다/MAG 죽__01/VV 는다/EF ./SF
69,총__03/NNG 에/JKB 맞__03/VV 았/EP 습니다/EF ./SF )/SS "/SS
