Number,Sentence
35,행정실/NNG 쪽__05/NNB 에서/JKB 비상종/NNG 이/JKS 난타__01/NNG 되/XSV 는/ETM 소리__01/NNG 가/JKS 들리__03/VV 었/EP 다/EF ./SF
36,경지/NNP 는/JX 온몸/NNG 에서/JKB 기운__01/NNG 이/JKS 죽/MAG 빠져나가/VV 고/EC 있/VX 었/EP 다/EF ./SF
37,금방/MAG 두/MM 눈__01/NNG 에서/JKB ᆫ/JX 눈물__01/NNG 이/JKS 흘러내리/VV 었/EP 습니다/EF ./SF
38,오혜정/NNP 이/JKS 먼저/MAG 자리__01/NNG 에서/JKB 일어서/VV 었/EP 다/EF ./SF
39,이리하여/MAJ 과천/NNP 지역__03/NNG 은/JX 율진군/NNP 에서/JKB 과주/NNP (/SS 果州/SH )/SS 로/JKB 명칭__02/NNG 이/JKS 바뀌/VV 었/EP 다/EF ./SF
40,여러/MM 명/NNB 의/JKG 입/NNG 에서/JKB 대답/NNG 이/JKS 나오/VV 았/EP 다/EF ./SF
41,조국/NNP 이/JKS 종이봉투/NNG 에서/JKB 부스럭부스럭/MAG 소주__05/NNG 와/JC 북어/NNG 를/JKO 꺼내/VV 었/EP 다/EF ./SF
42,그때/NNG ,/SP 동수/NNP 의/JKG 눈__01/NNG 에서/JKB 찔끔__01/MAG 눈물__01/NNG 방울__01/NNG 이/JKS 떨어지/VV 었/EP 습니다/EF ./SF
43,가슴속/NNG 에서/JKB 배신감/NNG 비슷/XR 하/XSA ᆫ/ETM 감정__06/NNG 이/JKS 울컥/MAG 치솟/VV 았/EP 다/EF ./SF
44,"/SS 핫/IC "/SS 하고/JKQ 짤막/XR 하/XSA ᆫ/ETM 신음__01/NNG 이/JKS 그/NP 의/JKG 입/NNG 에서/JKB 흘러나오/VV 았/EP 다/EF ./SF
45,가족__01/NNG 들/XSN 은/JX 어둠/NNG 과/JKB 함께/MAG 욕망/NNG 의/JKG 전쟁터/NNG 에서/JKB 돌아오/VV ᆫ다/EF ./SF
46,이번__01/NNG 에/JKB 는/JX 안개섬/NNP 쪽__05/NNB 에서/JKB 천둥/NNG 이/JKS 울__01/VV 었/EP 다/EF ./SF
47,미리/MAG 는/JX 벌떡/MAG 자리__01/NNG 에서/JKB 일어나/VV 았/EP 다/EF ./SF
48,옥점이/NNP 는/JX 책상__01/NNG 빼랍/NNG 에서/JKB 초콜릿/NNG 곽__02/NNG 을/JKO 내놓/VV 았/EP 다/EF ./SF
49,스키/NNG 부상__05/NNG 은/JX 남__01/NNG 과/JKB 의/JKG 충돌/NNG 에서/JKB 생기/VV 는/ETM 것/NNB 이/JKS 대부분/NNG ./SF
50,수도__09/NNG 권/XSN 은/JX 대부분/NNG 팔당호/NNP 에서/JKB 많이/MAG 오/VV ᆫ다/EF ./SF
51,다음__01/NNG 날__01/NNG 은/JX 시골/NNG 에서/JKB 할아버지/NNG 가/JKS 올라오/VV 시/EP 었/EP 습니다/EF ./SF
52,멀리/MAG 마을__01/NNG 쪽__05/NNB 에서/JKB 종소리/NNG 가/JKS 땡/MAG 땡/MAG 땡/MAG 들리__04/VV 어/EC 오/VX 았/EP 다/EF ./SF
53,절규/NNG 에서/JKB 발생/NNG 하/XSV 았/EP 다고/EC 보__01/VV 는/ETM 것/NNB 이/VCP 다/EF ./SF
54,배/NNP 선생__01/NNG 은/JX 의자__03/NNG 에서/JKB 몸__01/NNG 을/JKO 일으키/VV 었/EP 다/EF ./SF
55,권위주의/NNG 사회__07/NNG 에서/JKB 기능주의/NNG 사회__07/NNG 로/JKB 세상__01/NNG 은/JX 옮기/VV 어/EC 가/VX 고/EC 있/VX 다/EF ./SF
56,실의__01/NNG 에서/JKB 구원__05/NNG 되/XSV ᆯ/ETM 새롭/VA ᆫ/ETM 종교/NNG 를/JKO 갈구__02/NNG 하/XSV ᆫ다/EF ./SF
57,아이__01/NNG 들/XSN 의/JKG 운명__01/NNG 에서/JKB 우리/NP 는/JX 그것/NP 을/JKO 느끼__02/VV ᆫ다/EF ./SF
58,그/MM 역시/MAG 살__01/VV 려는/ETM 욕심/NNG 에서/JKB 비롯/XR 되/XSV ᆫ/ETM 행위/NNG 이/VCP 기/ETN 때문/NNB 이/VCP 다/EF ./SF
59,내/NP 가/JKS 소설__03/NNG 에서/JKB 얻/VV 는/ETM 것/NNB 은/JX 어떤/MM 주인공/NNG 의/JKG 이력서/NNG 이/VCP ᆫ가/EF ?/SF
60,청주/NNP 정신__12/NNG 병원__02/NNG 에서/JKB 전동__88/NNG 오/VV ᆫ/ETM 환자__03/NNG 이/VCP 었/EP 다/EF ./SF
61,그/MM 불꽃놀이/NNG 의/JKG 나라/NNG 에서/JKB 우주__02/NNG 비행사/NNG 가/JKS 날아오/VV ᆫ다/EF ./SF
62,여러분/NP 들/XSN 의/JKG 모습__01/NNG 에서/JKB 우리/NP 학형/NNG 을/JKO 보__01/VV 고/EC 있/VX 습니다/EF ./SF "/SS
63,효철/NNP 은/JX 소파__06/NNG 에서/JKB 상체__01/NNG 를/JKO 일으키/VV 었/EP 다/EF ./SF
64,나/NP 는/JX 사무실/NNG 에서/JKB 나오/VV 았/EP 다/EF ./SF
65,"/SS 저/IC ,/SP 박성훈/NNP 씨/NNB 가/JKS 근무/NNG 하/XSV 는/ETM 건설/NNG 회사__04/NNG 에서/JKB 오/VV 았/EP 습니다/EF ./SF
66,천안/NNP 아라리오/NNP 광장/NNG 에서/JKB 노랫소리/NNG 가/JKS 들리__03/VV 던/ETM 것/NNB 은/JX ./SF
67,천장__02/NNG 에서/JKB 나/VV 는/ETM 소리__01/NNG 는/JX 계속__04/NNG 되/XSV 고/EC 있/VX 었/EP 다/EF ./SF
68,이것/NP 이/JKS 이__05/MM 학교/NNG 교사__09/NNG 들/XSN 의/JKG 입/NNG 에서/JKB 나오/VV 는/ETM 소리__01/NNG 이/VCP 다/EF ./SF
69,아래__01/NNG 에서/JKB 위__01/NNG 로/JKB 향하/VV 는/ETM 것/NNB 은/JX 그것/NP 뿐/JX 이/VCP ᆯ/ETM 것/NNB 이/VCP ᄇ니다/EF ./SF
70,언덕/NNG 에서/JKB 산__01/NNG 쪽__05/NNB 으로/JKB 외줄기/NNG 길__01/NNG 이/JKS 하나/NR 나/VV 아/EC 있/VX 었/EP 다/EF ./SF
71,어미__01/NNG 벌__03/NNG 은/JX 몇/MM 센티미터/NNG 가량/NNB 그곳/NP 에서/JKB 떨어지/VV ᆯ/ETM 뿐/NNB 이/VCP 다/EF ./SF
72,탈곡/NNG 곡식/NNG 의/JKG 이삭/NNG 에서/JKB 낟알/NNG 을/JKO 떨/VV 어/EC 내/VX 는/ETM 일__01/NNG ./SF
73,그리고/MAJ 각/MM 칸__01/NNG 에/JKB 양/MM 진영__02/NNG 에서/JKB 각각/MAG 1/SN 명/NNB 씩/XSN 이/JKS 들어가__01/VV ᆫ다/EF ./SF
74,구름__01/NNG 은/JX 저/MM 폴란드/NNP 의/JKG 평야/NNG 에서/JKB 가지/VX 어/EC 오/VV 거라/EF ./SF
75,집__01/NNG 에서/JKB 사람/NNG 들/XSN 몇/NR 이/JKS 뛰어나오/VV 았/EP 다/EF ./SF
76,동경대학/NNP ,/SP 조도전대학/NNP 도서관/NNG 에서/JKB 매일/NNG 을/JKO 보내/VV 었/EP 다/EF ./SF
77,하나/NR 에서/JKB 열/NR 까지/JX 자기/NP 네/XSN 검열__01/NNG 을/JKO 받__01/VV 으라는/ETM 거/NNB 이/VCP 죠/EF ./SF
78,이/NP 들/XSN 이/JKS 지배__01/NNG 계급__02/NNG 하층/NNG 에서/JKB 분화__01/NNG 되/XSV 어/EC 나오/VV ᆫ/ETM 계층/NNG 이/VCP 다/EF ./SF
79,비슷/XR 하/XSA ᆫ/ETM 나이__01/NNG 에서/JKB 오/VV 는/ETM 수나/NNG 롭/XSA ᄆ/ETN 이/VCP ᆯ/ETM 터/NNB 이/VCP 었/EP 다/EF ./SF
80,태양__02/NNG 복사__11/NNG 에너지/NNG 태양__02/NNG 에서/JKB 내놓/VV 는/ETM 에너지/NNG ./SF
81,그/NP 도/JX 역시/MAG 부두__01/NNG 에서/JKB 돌아오/VV 는/ETM 모양__02/NNG 이/VCP 다/EF ./SF
82,언니/NNG 은주/NNP 씨/NNB 는/JX 다음날/NNG 오전__02/NNG 에/JKB 나/JX 목포/NNP 에서/JKB 돌아오/VV ᆯ/ETM 것/NNB 이/VCP 었/EP 다/EF ./SF
83,그러나/MAJ 배삼룡/NNP 분장__05/NNG 의/JKG 하이라이트/NNG 는/JX 실수__01/NNG 에서/JKB 나오/VV 았/EP 다/EF ./SF
84,이것/NP 은/JX 다음__01/NNG 과/JKB 같/VA 은/ETM 원리__02/NNG 에서/JKB 가능/NNG 하/XSA 다/EF ./SF
85,이런/MM 상품__03/NNG 재/XPN 분배/NNG 에서/JKB 수장__15/NNG 은/JX 중요/XR 하/XSA ᆫ/ETM 역할/NNG 을/JKO 하/VV ᆫ다/EF ./SF
86,그/NP 들/XSN 은/JX 무슨/MM 환경__02/NNG 운동__02/NNG 단체__02/NNG 에서/JKB 오/VV 았/EP 다고/EC 하/VX 았/EP 다/EF ./SF
87,"/SS 예전__01/NNG 에/JKB 인천/NNP 에서/JKB 새우젓/NNG 배__02/NNG 가/JKS 마포강/NNP 으로/JKB 들어오/VV 았/EP 답니다/EF ./SF
88,TV/SL 에/JKB 대하__02/VV ᆫ/ETM 과신/NNG 은/JX 이런/MM 착각__03/NNG 에서/JKB 시작__01/NNG 되/XSV ᆫ다/EF ./SF
89,바람__01/NNG 은/JX 갑자기/MAG 반대편/NNG 에서/JKB 도/JX 치__01/VV ᆫ다/EF ./SF
90,그녀/NP 는/JX 주머니/NNG 에서/JKB 유인물/NNG 몇/MM 장__22/NNB 을/JKO 꺼내/VV 어/EC 주/VX 었/EP 다/EF ./SF
91,얼마/NNG 전__08/NNG 에/JKB 어느/MM 방송국/NNG 에서/JKB 전화__07/NNG 가/JKS 오/VV 았/EP 다/EF ./SF
92,물론/MAG 안내실/NNG 쪽__05/NNB 에서/JKB 들리__03/VV 어/EC 오/VX 는/ETM 소리__01/NNG 이/VCP 었/EP 다/EF ./SF
93,학교/NNG 에서/JKB 오/VV 는/ETM 길__01/NNG 이/VCP 었/EP 다/EF ./SF
94,안쪽/NNG 에서/JKB 바깥쪽/NNG 으로/JKB 스프링__01/NNG 을/JKO 그리__02/VV 는/ETM 엄마/NNG 의/JKG 리드미컬/NNG 하/XSA ᆫ/ETM 손놀림/NNG ./SF
95,그/MM 소리__01/NNG 는/JX 절실/XR 하/XSA ᄆ/ETN 에서/JKB 우러나오/VV 는/ETM 것/NNB 이/VCP 었/EP 다/EF ./SF
96,돈화/NNP 는/JX 연길/NNP 에서/JKB 북서쪽/NNG 으로/JKB 160/SN km/SW 떨어지/VV 어/EC 있/VX 는/ETM 도시__03/NNG 이/VCP 다/EF ./SF
97,두/MM 번/NNB 째/XSN 호출/NNG 은/JX 12/SN 층__02/NNG 에서/JKB 오/VV 았/EP 다/EF ./SF
98,즉/MAG ,/SP 그/MM 나이__01/NNG 30/SN 대__06/NNB 에서/JKB 40/SN 대__06/NNB 에/JKB 걸치/VV ᆫ/ETM 세대__02/NNG 들/XSN 이/VCP 다/EF ./SF
99,까쭈샤/NNP 와/JKB 마지막/NNG 면회__02/NNG 를/JKO 하/VV 는/ETM 것/NNB 은/JX 바로/MAG 이런/MM 문맥__01/NNG 에서/JKB 이/VCP 다/EF ./SF
100,개념/NNG 민주주의/NNG 가/JKS 고대__04/NNG 그리스/NNP 에서/JKB 유래__02/NNG 하/XSV 았/EP 다는/ETM 것/NNB 은/JX 상식__06/NNG 에/JKB 속하__02/VV ᆫ다/EF ./SF
101,남자__02/NNG 는/JX 생수__02/NNG 통__10/NNG 을/JKO 어깨__01/NNG 에서/JKB 내려놓/VV 는다/EF ./SF
102,오/NNP 반장__08/NNG 은/JX 자리__01/NNG 에서/JKB 일어나/VV 았/EP 다/EF ./SF
103,그리고/MAJ 불안증/NNG ,/SP 신경__04/NNG 피로__02/NNG 등__05/NNB 에서/JKB 오/VV 는/ETM 우울증/NNG 도/JX 해소__03/NNG 시키/XSV 어/EC 주/VX ᆫ다/EF ./SF
104,그것/NP 은/JX 주로/MAG 어머니/NNG 의/JKG 성격__02/NNG 과/JC 생활/NNG 에서/JKB 오/VV 는/ETM 것/NNB 이/VCP 다/EF ./SF
105,외부__02/NNG 에/JKB 의미/NNG 가/JKS 없/VA 다는/ETM 전제__08/NNG 하__04/NNG 에서/JKB 철학/NNG 이/JKS 시작__01/NNG 되/XSV ᆫ다/EF ./SF
106,일정__01/NNG 하/XSA 다는/ETM 것/NNB 은/JX 과정__03/NNG 자체__02/NNG 의/JKG 성질/NNG 에서/JKB 오/VV ᆫ다/EF ./SF
107,'/SS 한/MM 장승/NNG '/SS 에서/JKB '/SS 줄__01/NNG 장승/NNG '/SS 을/JKO 보__01/VV ᆫ다/EF ./SF
108,논쟁/NNG 하/XSV 는/ETM 과정__03/NNG 에서/JKB 는/JX 나이__01/NNG 를/JKO 따지__01/VV 지/EC 않/VX 습니다/EF ./SF
109,순천시/NNP 에서/JKB 낙안/NNP 까지/JX 시내버스/NNG 가/JKS 있/VV 다/EF ./SF
110,준태/NNP 가/JKS 발목__01/NNG 에서/JKB 회칼/NNG 을/JKO 꺼내/VV 어/EC 들/VX 었/EP 다/EF ./SF
111,아무리/MAG 자기/NP 나라/NNG 이/VCP 지만/EC 모슬/NNP 은/JX 바그다드/NNP 에서/JKB 천/NR 킬로/NNB 보다/JKB 더/MAG 멀리/MAG 있/VV 다/EF ./SF
112,궁극/NNG 적/XSN 으로/JKB 오늘/NNG 의/JKG 희망/NNG 과/JC 위험/NNG 은/JX 과학/NNG 기술__01/NNG 의/JKG 생산력/NNG 에서/JKB 오/VV ᆫ다/EF ./SF
113,후에/NNP 에서/JKB 하노이/NNP 를/JKO 향하/VV 는/ETM 야간/NNG 특급__01/NNG 열차__02/NNG 의/JKG 침대칸/NNG 은/JX 깨끗/XR 하/XSA 다/EF ./SF
114,제과점/NNG 은/JX 대로변/NNG 에서/JKB 이십/NR 분__08/NNB 쯤/XSN 을/JKO 더/MAG 걸어가/VV 아야/EC 하/VX ᆫ다/EF ./SF
115,"/SS 21/SN 세기__03/NNG 우리/NP 의/JKG 삶/NNG 은/JX 본질__02/NNG 에서/JKB 벗어나/VV 아/EC 있/VX 어요/EF ./SF
116,굴비/NNG 도/JX 한자__02/NNG 이름/NNG 에서/JKB 오/VV 았/EP 다/EF ./SF
117,그러므로/MAJ 옛/NNG 부터/JX 가난__01/NNG 속__01/NNG 에서/JKB 효자__01/NNG 나오/VV ᆫ다고/EC 이야기/NNG 하/XSV 았/EP 던/ETM 것/NNB 이/VCP 다/EF ./SF
118,그/NP 가/JKS 주머니/NNG 에서/JKB 통장__02/NNG 을/JKO 꺼내/VV 었/EP 다/EF ./SF
119,르노삼성차/NNP 는/JX 지난해/NNG 광고__02/NNG 회사__04/NNG 를/JKO TBWA/SL 코리아/NNP 에서/JKB 월콤/NNP 으로/JKB 바꾸/VV 었/EP 다/EF ./SF
120,수건/NNG 에서/JKB 는/JX 비누/NNG 향기__01/NNG 가/JKS 은은히__02/MAG 풍기/VV 었/EP 다/EF ./SF
121,이곳/NP 은/JX 한양/NNP 에서/JKB 삼남/NNG 으로/JKB 가/VV 는/ETM 길목__01/NNG 이/VCP ᆫ데다/EC 수운__03/NNG 의/JKG 요충__01/NNG 이/VCP 다/EF ./SF
122,그/MM 자신만만/XR 하/XSA ᆫ/ETM 행동/NNG 에서/JKB 나/NP 는/JX 불안__01/NNG 을/JKO 느끼__02/VV 었/EP 다/EF ./SF
123,아내__01/NNG 가/JKS 부엌/NNG 에서/JKB 나오/VV ᆫ다/EF ./SF
124,그/NP 의/JKG 품속/NNG 에서/JKB 해미/NNP 의/JKG 윗몸/NNG 은/JX 졸아들/VV 었/EP 다/EF ./SF
125,이/NP 와/JKB 같/VA 은/ETM 견해__02/NNG 는/JX 여러/MM 철학자/NNG 의/JKG 입장__04/NNG 에서/JKB 피력/NNG 되/XSV 었/EP 다/EF ./SF
126,괜하/VA ᆫ/ETM 호기심/NNG 에서/JKB 이/VCP 다/EF ./SF
127,서울/NNP 에서/JKB C/SL 시__06/NNG 까지/JX 는/JX 한/MM 시간__04/NNG 반__07/NNG 가량__x06/NNG 이/JKS 걸리__01/VV 었/EP 다/EF ./SF
128,상경/NNP 에서/JKB 돈화/NNP 로/JKB 돌아오/VV 는/ETM 길__01/NNG 은/JX 고역__01/NNG 의/JKG 길__01/NNG 이/VCP 었/EP 다/EF ./SF
129,그/NP 의/JKG 호/NNG 연암/NNP 은/JX 여기/NP 에서/JKB 말미암/VV 은/ETM 것/NNB 이/VCP 다/EF ./SF
130,오후__02/NNG 여섯/NR 시/NNB 에/JKB 하트라/NNP 로/JKB 가/VV 는/ETM 버스__02/NNG 가/JKS 호텔/NNG 에서/JKB 출발/NNG 하/XSV 았/EP 다/EF ./SF
131,할머니/NNG 를/JKO 어머님/NNG 으로/JKB 모시/VV 려는/ETM 생각__01/NNG 에서/JKB 이/VCP 었/EP 죠/EF ./SF
132,응징/NNG 은/JX 너무/MAG 빨리/MAG 엉뚱/XR 하/XSA ᆫ/ETM 곳__01/NNG 에서/JKB 찾아오/VV 았/EP 다/EF ./SF
133,상류/NNG 에서/JKB 오염/NNG 되/XSV ᆫ/ETM 물__01/NNG 은/JX 그대로/MAG 하류__01/NNG 로/JKB 흘러가/VV 고/EC 말/VX ᆫ다/EF ./SF
134,송아지/NNG 등__01/NNG 에서/JKB 뛰어내리/VV 었/EP 다/EF ./SF
135,부고환/NNG 의/JKG 꼬리부/NNG 에서/JKB 시작__01/NNG 하/XSV 아/EC 요도__03/NNG 안__01/NNG 으로/JKB 열리__02/VV 어/EC 있/VX 다/EF ./SF
136,"/SS 우리/NP 아기__01/NNG 는/JX 하늘/NNG 에서/JKB 내려오/VV ᆫ/ETM 천사/NNG 이/VCP 야/EF ./SF
137,재우/NNP 는/JX 온몸/NNG 에서/JKB 맥__01/NNG 이/JKS 쭉/MAG 빠지__01/VV 었/EP 다/EF ./SF
138,장축/NNG 방향__01/NNG 은/JX 남__04/NNG -/SS 북__07/NNG 에서/JKB 동쪽/NNG 으로/JKB 약/MM 16/SN °/SW 기울어지/VV 어/EC 있/VX 다/EF ./SF
139,그것/NP 도/JX 저/MM 풍림상회/NNP 에서/JKB 돌리__04/VV 어/EC 오/VX 는/ETM 거/NNB 이/VCP 야/EF ./SF ]/SS
140,송이/NNP 는/JX 도시__03/NNG 에서/JKB 우리/NP 마을__01/NNG 로/JKB 갓/MAG 이사__14/NNG 오/VV ᆫ/ETM 아이__01/NNG 이/VCP 었/EP 다/EF ./SF
141,이러/XR 하/XSA ᆫ/ETM 갈등/NNG 은/JX 사람/NNG 의/JKG 삶/NNG 의/JKG 역사__04/NNG 성/XSN 에서/JKB 도/JX 오/VV ᆫ다/EF ./SF
142,오래/MAG 되/XSV ᆫ/ETM 암록색/NNG 타일__02/NNG 바닥__01/NNG 에서/JKB 냉기__03/NNG 가/JKS 뻗치/VV 어/EC 오/VX 았/EP 다/EF ./SF
143,아침/NNG 식사__03/NNG 후__08/NNG 에서/JKB 11/SN 시/NNB 까지/JX 가/JKS 왜/MAG 좋/VA 은/ETM 시간대/NNG 이/VCP ᆯ까/EF ?/SF
144,니나/NNP 가/JKS 손가방/NNG 에서/JKB 수첩__01/NNG 을/JKO 꺼내/VV 었/EP 다/EF ./SF
145,"/SS 동우/NNP 오빠/NNG 는/JX 밖/NNG 에서/JKB 오/VV 았/EP 어/EF ./SF "/SS
146,시계/NNP 에서/JKB 성주/NNP 방면__01/NNG 국도__04/NNG 를/JKO 따르__01/VV 아/EC 차편__03/NNG 으로/JKB 10/SN 여/XSN 분__08/NNB 가량__x06/NNG 거리__08/NNG ./SF
147,온천탕/NNG 에서/JKB 낙안읍성/NNP 일대__03/NNG 산__01/NNG 과/JC 들/NNG ,/SP 읍성마을/NNP 전경__02/NNG 이/JKS 한눈__01/NNG 에/JKB 들어오/VV ᆫ다/EF ./SF
148,울진/NNP 에서/JKB 서울/NNP 로/JKB 향하/VV 는/ETM 75/SN 만/NR 볼트/NNG 송전탑/NNG 은/JX 기세__01/NNG 가/JKS 등등/XR 하/XSA 다/EF ./SF
149,부천/NNP 에서/JKB 도/JX 한참/NNG 더/MAG 들어가__01/VV 는/ETM 판자촌/NNG 이/VCP ᆫ/ETM 신천리/NNP 이/VCP 었/EP 다/EF ./SF
150,돌아오/VV ᆫ/ETM 것/NNB 은/JX 도합/NNG 20/SN 마리/NNB 중/NNB 에서/JKB 일곱/NR 마리/NNB 이/VCP 었/EP 다/EF ./SF
151,이사__14/NNG 가/VV ᆫ/ETM 거/NNB 이/VCP 지/EC 않/VX 아/EF ?/SF 이쪽/NP 에서/JKB 저쪽/NP 으로/JKB …/SE ./SF "/SS
152,생활/NNG 과/JKB 의/JKG 괴리__02/NNG 문화__01/NNG 활동__02/NNG 은/JX 원래/MAG 일상/NNG 생활/NNG 에서/JKB 나오/VV ᆫ/ETM 것/NNB 이/VCP 다/EF ./SF
153,잠바/NNG 호주머니/NNG 속__01/NNG 에서/JKB 신문__10/NNG 한/MM 장__22/NNB 을/JKO 꺼내/VV 었/EP 다/EF ./SF
154,그러니까/MAJ 초여름/NNG 매미__02/NNG 가/JKS 땅/NNG 속__01/NNG 에서/JKB 밖/NNG 으로/JKB 나오/VV ᆯ/ETM 무렵/NNB 이/VCP 다/EF ./SF
155,북/NNP 에서/JKB 내려오/VV 았/EP 지/EF ./SF
156,그곳/NP 은/JX 그/NP 의/JKG 고향__02/NNG 마을__01/NNG 에서/JKB 가깝/VA ᆫ/ETM 곳__01/NNG 이/VCP 었/EP 다/EF ./SF
157,1/SN 시/NNB 쯤/XSN 전주/NNP 에서/JKB 오빠/NNG 가/JKS 오/VV 았/EP 다/EF ./SF
