Number,Sentence
23,마침/MAG 옆/NNG 탁자__01/NNG 에/JKB 신문__10/NNG 이/JKS 놓이/VV 어/EC 있/VX 었/EP 다/EF ./SF
24,"/SS 미스__03/NNG 김/NNP ,/SP 주전자/NNG 에/JKB 물__01/NNG 이/JKS 없/VA 어/EF ./SF "/SS
25,우상__04/NNG 에/JKB 대하__02/VV ᆫ/ETM 동경__08/NNG ?/SF
26,형기/NNP 의/JKG 목소리/NNG 에/JKB 도/JX 힘__01/NNG 이/JKS 없/VA 었/EP 다/EF ./SF
27,그러나/MAJ 서장__07/NNG 의/JKG 목소리/NNG 에/JKB 는/JX 힘__01/NNG 이/JKS 없/VA 었/EP 다/EF ./SF
28,봉선화/NNG 에/JKB 는/JX 아직/MAG 꽃__01/NNG 이/JKS 안/MAG 나오/VV 았/EP 습니다/EF ./SF
29,그녀/NP 의/JKG 목소리/NNG 에/JKB 목울음/NNG 이/JKS 섞이/VV 어/EC 있/VX 었/EP 다/EF ./SF
30,입맛/NNG 에/JKB 는/JX 우열__06/NNG 이/JKS 없/VA 다/EF ./SF
31,"/SS 과학/NNG 에/JKB 는/JX 국경__01/NNG 이/JKS 없/VA 다/EF ./SF
32,선우/NNP 에/JKB 대하__02/VV ᆫ/ETM 미안__01/NNG 하/XSA ᄆ/ETN 때문/NNB 이/VCP 었/EP 다/EF ./SF
33,학술/NNG 연구__03/NNG 에/JKB 대하__02/VV ᆫ/ETM 최고__02/NNG 의/JKG 학위/NNG 이/VCP 다/EF ./SF
34,차라리/MAG 열무김치/NNG 에/JKB 보리밥/NNG 이/JKS 낫__02/VA 지/EC 싶/VX 다/EF ./SF
35,유희선/NNP :/SP 안계희/NNP 씨/NNB 말__01/NNG 에/JKB 동감__01/NNG 이/JKS 가/VV 아요/EF ./SF
36,말__01/NNG 에/JKB 야/JX 무슨/MM 세금__01/NNG 이/JKS 붙/VV 나/EF ?/SF
37,그/NP 에/JKB 대하__02/VV ᆫ/ETM 믿음/NNG ./SF
38,녀석/NNB 에/JKB 대하__02/VV ᆫ/ETM 바람__01/NNG 은/JX 오직__01/MAG 하나/NR ./SF
39,여가__03/NNG 에/JKB 대하__02/VV ᆫ/ETM 시각__04/NNG 들/XSN 1/SN ./SF
40,문명__03/NNG 에/JKB 대하__02/VV ᆫ/ETM 반항__01/NNG 이/VCP 기/ETN 도/JX 하/VX 다/EF ./SF
41,과일__01/NNG 에/JKB 는/JX 영양가/NNG 가/JKS 별로/MAG 없/VA 다/EF ./SF
42,그러나/MAJ 왠지/MAG 말소리/NNG 에/JKB 는/JX 힘__01/NNG 이/JKS 없/VA 었/EP 다/EF ./SF
43,외지__03/NNG 의/JKG 지주__03/NNG 는/JX 농사__01/NNG 에/JKB 관심__01/NNG 이/JKS 없/VA 다/EF ./SF
44,옷/NNG 에/JKB 이슬/NNG 이/JKS 묻__01/VV 어/EC 있/VX 었/EP 다/EF ./SF
45,이/NP 에/JKB 대하__02/VV ᆫ/ETM 판례/NNG 로/JKB 는/JX 1991/SN ./SF 9/SN ./SF 24/SN
46,그때/NNG 갑자기/MAG 골목__01/NNG 외등__02/NNG 에/JKB 불__01/NNG 이/JKS 들어오/VV 았/EP 다/EF ./SF
47,감동__02/NNG 어떤/MM 사물__10/NNG 에/JKB 대하__02/VV ᆫ/ETM 느낌/NNG 의/JKG 반응/NNG ./SF
48,상대방__02/NNG 에/JKB 대하__02/VV ᆫ/ETM 배려__02/NNG 이/VCP 다/EF ./SF
49,"/SS 저/NP 는/JX 그런/MM 일__01/NNG 에/JKB 별/MM 관심__01/NNG 이/JKS 없/VA 어요/EF ./SF
50,그런데/MAJ 진인__02/NNG 이야기/NNG 에/JKB 는/JX 결말/NNG 이/JKS 없/VA 다/EF ./SF
51,모든/MM 이야기/NNG 에/JKB 는/JX 사람/NNG 이/JKS 나오/VV ᆫ다/EF ./SF
52,침해/NNG 에/JKB 대하__02/VV ᆫ/ETM 금지__04/NNG 명령__01/NNG
53,커피색/NNG 얼룩/NNG 이/JKS 벽지__01/NNG 에/JKB 남/VV 는다/EF ./SF
54,그러나/MAJ 선거__04/NNG 에/JKB 대하__02/VV ᆫ/ETM 관심__01/NNG 은/JX 너무나/MAG 저조__02/NNG 하/XSA 다/EF ./SF
55,이/NP 에/JKB 대하__02/VV ᆫ/ETM 훈련/NNG 이/JKS 반드시/MAG 필요/NNG 하/XSA 다/EF ./SF
56,추석__01/NNG 아침/NNG 한복/NNG 차림/NNG 에/JKB 어떤/MM 화장__02/NNG 이/JKS 좋/VA 을까/EF ./SF
57,식사__03/NNG 에/JKB 대하__02/VV ᆫ/ETM 문제__06/NNG 도/JX 마찬가지/NNG 이/VCP 다/EF ./SF
58,이런/MM 물음__01/NNG 에/JKB 칠팔/NR 명/NNB 이/JKS 독서__03/NNG 이/VCP 라고/EC 하/VV ᆫ단다/EF ./SF
59,몸__01/NNG 에/JKB 열__07/NNG 이/JKS 나/VV 던가요/EF ?/SF "/SS
60,나/NP 에/JKB 대하__02/VV ᆫ/ETM 신경__04/NNG …/SE …/SE ./SF
61,자유__03/NNG 민주주의/NNG 에/JKB 대하__02/VV ᆫ/ETM 시각__04/NNG 들/XSN 1/SN ./SF 긍정/NNG 적/XSN
62,맛__01/NNG 도/JX 모양__02/NNG 에/JKB 도/JX 차별/NNG 이/JKS 없/VA 었/EP 다/EF ./SF
63,사회__07/NNG 진출__02/NNG 에/JKB 대하__02/VV ᆫ/ETM 정보__06/NNG 도/JX 필요/NNG 하/XSA 겠/EP 다/EF ./SF
64,그러나/MAJ 독감__01/NNG 에/JKB 는/JX 특효약/NNG 이/JKS 없/VA 다/EF ./SF
65,미래인/NNG 따위/NNB 에/JKB 는/JX 관심__01/NNG 이/JKS 없/VA 다고/EF ./SF
66,계급__02/NNG 계층/NNG 에/JKB 대하__02/VV ᆫ/ETM 이론__01/NNG 1/SN ./SF 맑스/NNP 의/JKG
67,조광조/NNP 일당/NNG 에/JKB 대하__02/VV ᆫ/ETM 심문__03/NNG 이/JKS 진행__02/NNG 되/XSV 었/EP 다/EF ./SF
68,강의/NNG 에/JKB 대하__02/VV ᆫ/ETM 지식__02/NNG 이/JKS 풍부/XR 하/XSA ᆫ가/EC ,/SP 8/SN ./SF
69,여러/MM 사람/NNG 이/JKS 새끼줄/NNG 에/JKB 돈__01/NNG 을/JKO 끼우__01/VV 었/EP 다/EF ./SF
70,담__01/NNG 에/JKB 금__02/NNG 이/JKS 가/VV 았/EP 다/EF ./SF
71,노래방/NNG 에/JKB ᆫ/JX 일본/NNP 정신__12/NNG 이/JKS 깃들/VV 어/EC 있/VX 다/EF ./SF
72,연습__03/NNG 에/JKB 대하__02/VV ᆫ/ETM 교사__09/NNG 의/JKG 태도__03/NNG 도/JX 문제__06/NNG 이/VCP 다/EF ./SF
73,돈__01/NNG 에/JKB 세상__01/NNG 이/JKS 다/MAG 담기__01/VV 어/EC 있/VX 더라/EF ./SF
74,이/MM 물음__01/NNG 에/JKB 대하__02/VV ᆫ/ETM 답__03/NNG 이/JKS 소설__03/NNG 형식__01/NNG 이/VCP 다/EF ./SF
75,생명/NNG 의/JKG 힘__01/NNG 에/JKB 는/JX 불/XPN 가능/XR 이/JKS 없/VA 다/EF ./SF
76,그러나/MAJ 요즈음/NNG 의/JKG 대중가요/NNG 에/JKB 는/JX 그런/MM 것/NNB 이/JKS 없/VA 다/EF ./SF
77,하지만/MAJ 역사__04/NNG 에/JKB 는/JX 가정법/NNG 이/JKS 없/VA 다지요/EF ?/SF
78,그래서/MAJ 역사__04/NNG 에/JKB 는/JX 고민/NNG 이/JKS 없/VA 다/EF ./SF
79,축사__04/NNG 에/JKB 는/JX 면장__02/NNG 이/JKS 첫/MM 번/NNB 으로/JKB 올라가/VV 았/EP 다/EF ./SF
80,건강__03/NNG 에/JKB 안/MAG 좋/VA 으니까/EF ./SF
81,텅잉/NNG 에/JKB 는/JX 다음__01/NNG 의/JKG 네__02/MM 가지/NNB 방법/NNG 이/JKS 있/VV 다/EF ./SF
82,이제/MAG 모든/MM 일__01/NNG 에/JKB 자신__02/NNG 이/JKS 없/VA 는/ETM 거/NNB 이/VCP 지/EF ?/SF
83,그때/NNG 도/JX 당신/NP 마음__01/NNG 에/JKB 그림자/NNG 있/VV 었/EP 나요/EF ./SF
84,"/SS 그/MM 말__01/NNG 에/JKB 도/JX 일리__03/NNG 가/JKS 있/VV 어요/EF ./SF "/SS
85,세호/NNP 의/JKG 아버지/NNG 는/JX 담배/NNG 에/JKB 불__01/NNG 을/JKO 붙이/VV 었/EP 습니다/EF ./SF
86,그것/NP 도/JX 역시/MAG 콴트릴/NNP 특공대/NNG 에/JKB 대하__02/VV ᆫ/ETM 얘기/NNG 이/VCP 야/EF ./SF
87,커튼/NNG 에/JKB 호화__02/NNG 사치세/NNG 를/JKO 매기/VV 어라/EF !/SF ”/SS
88,그녀/NP 의/JKG 맨/XPN 살갗/NNG 에/JKB 소름/NNG 이/JKS 까슬까슬/MAG 돋__01/VV 는다/EF ./SF
89,디자인/NNG ,/SP 미술/NNG ,/SP 유학__04/NNG 에/JKB 매우/MAG 좋/VA 은/ETM 운__06/NNG ./SF
90,따라서/MAJ 술__01/NNG 은/JX 위장병__02/NNG 에/JKB 는/JX 크/VA ᆫ/ETM 적__13/NNG 이/VCP 다/EF ./SF
91,그래서/MAJ 주인__01/NNG 의/JKG 손__01/NNG 에/JKB 쥐__01/VV 어/EC 주/VX 었/EP 다/EF ./SF
92,발바닥/NNG 에/JKB 눅눅/XR 하/XSA ᆫ/ETM 습기__02/NNG 가/JKS 들러붙/VV 는다/EF ./SF
93,모든/MM 고백/NNG 에/JKB 는/JX 고통/NNG 이/JKS 따르__01/VV ᆫ다/EF ./SF
94,우리말/NNG 에/JKB 진퇴양난/NNG 과/JKB 같/VA 은/ETM 경우__03/NNG 이/VCP 다/EF ./SF
95,우리/NP 어머니/NNG 는/JX 그림__01/NNG 에/JKB 재능/NNG 이/JKS 있/VV 었/EP 다/EF ./SF
96,이/MM 말__01/NNG 은/JX 맹자/NNP 에/JKB 도/JX 나오/VV ᄇ니다/EF ./SF
97,"/SS 플라톤/NNP 이/JKS 「/SS 향연/NNP 」/SS 에/JKB 쓰__01/VV 었/EP 지요/EF ./SF "/SS
98,주로/MAG 원두커피/NNG 나/JC 아이스커피/NNG 에/JKB 이용__01/NNG 하/XSV 면/EC 좋/VA 다/EF ./SF
99,가정__06/NNG 에/JKB 있/VV 어서/EC 도/JX 마찬가지/NNG 이/VCP 다/EF ./SF
100,주사__13/NNG 이/VCP 라니/EC ,/SP 카메라/NNG 출동/NNG 에/JKB 나오/VV 는/ETM 거/NNB ?/SF
101,삶/NNG 에/JKB 모범__02/NNG 답안/NNG 은/JX 없/VA 어/EF ./SF
102,"/SS 흡연/NNG 에/JKB 대하__02/VV ᆫ/ETM 것/NNB 이/VCP ᆫ데/EC …/SE ./SF "/SS
103,저작__03/NNG 권/XSN 에/JKB 관하__02/VV ᆫ/ETM 그린/NNG 페이퍼/NNG
104,"/SS 식물__02/NNG 에/JKB 관하__02/VV ᆫ/ETM 근래/NNG 의/JKG 책__01/NNG 중__04/NNB 에서/JKB 압권/NNG ./SF
105,그/NP 는/JX 그것/NP 에/JKB 희망/NNG 을/JKO 걸__02/VV 고/EC 있/VX 었/EP 다/EF ./SF
106,왜/MAG 인물/NNG 이야기/NNG 에/JKB 관심__01/NNG 을/JKO 가지/VV 었/EP 는가/EF ./SF
107,이/NP 에/JKB 대하__02/VV 아서/EC 갑__02/NNG 론/XSN 이/JKS 다시/MAG 제기__06/NNG 되/XSV ᆫ다/EF ./SF
108,참으로/MAG 귀/NNG 에/JKB 젖__01/VV 은/ETM 종/NNG 소리__01/NNG 이/VCP 었/EP 다/EF ./SF
109,"/SS 커피/NNG 에/JKB 뽕__01/NNG 을/JKO 타__03/VV 았/EP 군요/EF ./SF "/SS
110,오소리/NNG 는/JX 꽃신__01/NNG 을/JKO 원숭이/NNG 발__01/NNG 에/JKB 끼우__01/VV 었/EP 습니다/EF ./SF
111,상덕/NNP 은/JX 석유__01/NNG 램프__01/NNG 에/JKB 불__01/NNG 을/JKO 켜__01/VV 었/EP 다/EF ./SF
112,첫째/NR 는/JX 어머니/NNG 손__01/NNG 에/JKB 무엇/NP 을/JKO 들려주/VV ᆫ다/EF ./SF
113,천기백/NNP 선생__01/NNG 직위/NNG 해제__03/NNG 에/JKB 대하__02/VV ᆫ/ETM 우리/NP 의/JKG 입장__04/NNG
114,자기/NP 체면__02/NNG 에/JKB 손상/NNG 도/JX 가/VV 고/EF ./SF
115,환경__02/NNG 문제__06/NNG 에/JKB 관하__02/VV ᆫ/ETM 책__01/NNG 이/VCP 다/EF ./SF
116,아버지/NNG 는/JX 가마솥/NNG 에/JKB 장작불/NNG 을/JKO 지피__02/VV 고/EC 있/VX 었/EP 다/EF ./SF
117,다음__01/NNG 은/JX 관광__02/NNG 산업/NNG 에/JKB 관하__02/VV ᆫ/ETM 책__01/NNG 이/VCP 다/EF ./SF
118,여자__02/NNG 는/JX 낭만/NNG 에/JKB 약하/VA 니까/EF ./SF
119,{/SS 삼국사기/NNP }/SS 에/JKB 있/VV 는/ETM 기록__02/NNG 이/VCP 다/EF ./SF
120,책__01/NNG 에/JKB 낙서__03/NNG 말__03/VV 라/EF ./SF
121,이__05/MM 글/NNG 은/JX 그것/NP 에/JKB 대하__02/VV ᆫ/ETM 고백/NNG 이/VCP ᄇ니다/EF ./SF
122,대중__02/NNG 들/XSN 을/JKO 위하__01/VV ᆫ/ETM 문화__01/NNG 에/JKB 등한/XR 하/XSA 았/EP 습니다/EF ./SF
123,메모지/NNG 에/JKB 는/JX 다음__01/NNG 과/JKB 같이/MAG 씌__02/VV 어/EC 있/VX 었/EP 다/EF ./SF
124,토끼/NNG 형제__01/NNG 는/JX 지금__03/MAG 그런/MM 책__01/NNG 에/JKB 빠지__02/VV 어/EC 있/VX 다/EF ./SF
125,나/NP 의/JKG 제의__04/NNG 에/JKB 윤재홍/NNP 은/JX 대답/NNG 을/JKO 망설이/VV 었/EP 다/EF ./SF
126,나/NP 는/JX 활자__01/NNG 에/JKB 반하__01/VV 아/EC 있/VX 었/EP 다/EF ./SF
127,저/MM 차__06/NNG 에/JKB 타__02/VV 시/EP 죠/EF ./SF "/SS
128,둘째/NR ,/SP 사물__10/NNG 의/JKG 운동__02/NNG 에/JKB 는/JX 이유__04/NNG 가/JKS 있/VV 다/EF ./SF
129,굴절__01/NNG 이상__05/NNG 시력__01/NNG 에/JKB 관하/VV ᆫ/ETM 기능__03/NNG 적/XSN 이상__12/NNG ./SF
130,사실/MAG 운동__02/NNG 에/JKB 관심__01/NNG 없/VA 던/ETM 것/NNB ᆫ/JX 아니/VCN 야/EF ./SF
131,셋째/NR ,/SP 극빈/NNG 계층/NNG 에/JKB 대하__02/VV ᆫ/ETM 접촉/NNG 이/VCP 다/EF ./SF
132,이/MM 말__01/NNG 은/JX 연애__05/NNG 에/JKB 관하__02/VV ᆫ/ETM 진리/NNG 이/VCP 다/EF ./SF
133,그리고/MAJ 로렌츠/NNP 변환식/NNG 에/JKB 대하__02/VV 아서/EC 도/JX 불변__02/NNG 이/VCP 다/EF ./SF
134,"/SS 본능/NNG 이/VCP 자/EC 남편__01/NNG 에/JKB 대하__02/VV ᆫ/ETM 의무__01/NNG 아니/VCN ᄇ니까/EF ./SF
135,해숙/NNP 에/JKB 관하__02/VV ᆫ/ETM 이전__03/NNG 의/JKG 정보__06/NNG 역시/MAG 기구/XR 하/XSA 다/EF ./SF
136,국조오례의/NNP 조선/NNP 시대__02/NNG 의/JKG 오례/NNG 에/JKB 관하/VV ᆫ/ETM 책__01/NNG ./SF
137,갑자기/MAG 상준이/NNP 는/JX 귀신__01/NNG 에/JKB 홀리/VV ᆫ/ETM 기분/NNG 이/VCP 다/EF ./SF
138,스포츠/NNG 중계__04/NNG 는/JX 뉴스/NNG 에/JKB 도/JX 영향__04/NNG 을/JKO 미치__02/VV ᆫ다/EF ./SF
139,권리/NNG 침해/NNG 에/JKB 대하__02/VV ᆫ/ETM 구제__01/NNG 수단__01/NNG
140,성삼이/NNP 가/JKS 나무__01/NNG 에/JKB 올라가/VV ᆯ/ETM 차례__01/NNG 이/VCP 었/EP 다/EF ./SF
141,나/NP 는/JX 수없이/MAG 그/MM 말__01/NNG 을/JKO 수첩__01/NNG 에/JKB 적__01/VV 었/EP 다/EF ./SF
142,업무__02/NNG 집행/NNG 에/JKB 관하__02/VV ᆫ/ETM 사항__02/NNG
143,물론/MAG 그/MM 이론__01/NNG 들/XSN 에/JKB 정도__11/NNG 의/JKG 차이/NNG 는/JX 있/VV 지만/EF ./SF
144,문제__06/NNG 는/JX 결혼/NNG 에/JKB 대하__02/VV ᆫ/ETM 그/MM 애__02/NNG 태도__03/NNG 이/VCP 다/EF ./SF
145,영순이/NNP 는/JX 갑자기/MAG 다리__01/NNG 에/JKB 힘__01/NNG 이/JKS 쭉/MAG 빠지__01/VV 었/EP 다/EF ./SF
146,그리고/MAJ 그/NP 들/XSN 자신__01/NNG 의/JKG 사랑__01/NNG 에/JKB 대하__02/VV ᆫ/ETM 확인__02/NNG ./SF
147,·/SP 자전거/NNG 에/JKB 눈__01/NNG 이/JKS 멀/VV ᆫ/ETM 노마/NNP
148,정빈/NNP 에/JKB 관하__02/VV ᆫ/ETM 아버지/NNG 의/JKG 설명/NNG 이/VCP 다/EF ./SF
149,[/SS 모두__01/NNG 들/XSN 돈__01/NNG 에/JKB 걸신__02/NNG 이/JKS 들리__01/VV 었/EP 어요/EF ./SF ]/SS
150,돈__01/NNG 에/JKB 환장/NNG 을/JKO 하/VV 았/EP 다고/EF ?/SF
151,삶/NNG 자체__02/NNG 에/JKB 열정__02/NNG 을/JKO 가지/VV ᆫ/ETM 사람/NNG 이/VCP 다/EF ./SF
152,봄볕/NNG 에/JKB 취하__03/VV 았/EP 구나/EF ./SF "/SS
153,말__01/NNG 에/JKB 는/JX 반드시/MAG 목적__03/NNG 이/JKS 있/VV 다/EF ./SF
154,『/SS 주간한국/NNP 』/SS 에/JKB 기사__10/NNG 가/JKS 나/VV ᆫ/ETM 모양__02/NNG 이/VCP 다/EF ./SF
155,라디오/NNG 나/JC 텔레비전/NNG 에/JKB 나오/VV 는/ETM 연예인/NNG 도/JX 마찬가지/NNG 이/VCP 다/EF ./SF
156,책__01/NNG 에/JKB 무슨/MM 원한/NNG 이/VCP 라도/EC 있/VV 는가/EF ./SF
157,수학__03/NNG 능력__02/NNG 시험__03/NNG ,/SP 논술/NNG 고사__09/NNG 에/JKB 대하__02/VV ᆫ/ETM 압박감/NNG ./SF
158,(/SS 5/SN )/SS 컴퓨터/NNG 의/JKG 잠재력/NNG 에/JKB 대하__02/VV ᆫ/ETM 정보__06/NNG 부족__01/NNG
159,언제나/MAG 속옷/NNG 에/JKB 향수__04/NNG 를/JKO 뿌리/VV 는/ETM 것/NNB 처럼/JKB ./SF
160,우리/NP 만큼/JKB 고향__02/NNG 에/JKB 집착__02/NNG 하/XSV 는/ETM 민족/NNG 도/JX 드물/VA 다/EF ./SF
161,범인__02/NNG 검거__02/NNG 에/JKB 관하__02/VV ᆫ/ETM 기사__10/NNG 이/VCP 었/EP 다/EF ./SF
162,그/MM 물음__01/NNG 에/JKB 상호__04/NNG 군/NNB 은/JX 이렇/VA 게/EC 대답/NNG 하/XSV ᆫ다/EF ./SF
163,그것/NP 은/JX 인간__01/NNG 성/XSN 에/JKB 대하__02/VV ᆫ/ETM 믿음/NNG 때문/NNB 이/VCP 리라/EF ./SF
164,할머니/NNG 는/JX 종이__01/NNG 상자__10/NNG 를/JKO 손수레/NNG 에/JKB 싣/VV 었/EP 습니다/EF ./SF
165,가령/MAG 그녀/NP 의/JKG 몸무게/NNG 에/JKB 대하__02/VV 아/EF ./SF
166,이사__11/NNG ,/SP 감사__12/NNG 의/JKG 선출__02/NNG 에/JKB 관하__02/VV ᆫ/ETM 사항__02/NNG
167,하지만/MAJ 곧/MAG 학습/NNG 과제__04/NNG 에/JKB 마음__01/NNG 을/JKO 돌리__04/VV 었/EP 다/EF ./SF
168,사랑__01/NNG 에/JKB 는/JX 이유__04/NNG 따위/NNB 없/VA 는/ETM 것/NNB 이/VCP 다/EF ./SF
169,쟤/NP 가/JKS 워낙/MAG 햄릿/NNP 에/JKB 미치__01/VV ᆫ/ETM 애__02/NNG 이/VCP 라서요/EF ./SF
170,이/NP 에/JKB 대하__02/VV 아/EC 그녀/NP 는/JX 강력히/MAG 항의__01/NNG 하/XSV 았/EP 다/EF ./SF
171,K/SL 는/JX 문__05/NNG 에/JKB 노크/NNG 를/JKO 하/VV 았/EP 다/EF ./SF
172,바로/MAG 그것/NP 에/JKB 대하__02/VV 아/EC 생각__01/NNG 하/XSV 자/EF ./SF
173,문서/NNG 에/JKB 바탕색/NNG 을/JKO 넣/VV 는/ETM 것/NNB 은/JX 간단/XR 하/XSA 다/EF ./SF
174,둘째/NR 는/JX 외침__02/NNG 에/JKB 대하__02/VV ᆫ/ETM 적극/NNG 대응__02/NNG 하/XSV ᆯ/ETM 것/NNB ./SF
175,이/NP 에/JKB 대하__02/VV 아/EC 잉켈스/NNP (/SS A/SL ./SF
176,그/NP 들/XSN 에/JKB 대하__02/VV 아/EC 저항/NNG 하/XSV 아야/EC 하/VX ᄇ니다/EF ./SF
177,수입세/NNG 수입__02/NNG 상품__03/NNG 에/JKB 대하__02/VV 아/EC 부과__05/NNG 하/XSV 는/ETM 관세__03/NNG ./SF
178,첫째/NR ,/SP 한__05/NNG 에/JKB 관하/VV ᆫ/ETM 것/NNB ./SF
179,시__13/NNG 에/JKB 관하__02/VV ᆫ/ETM 온당/XR 하/XSA ᆫ/ETM 이해__06/NNG
180,그/MM 후__08/NNG 로/JKB 모든/MM 물품/NNG 에/JKB 바코드/NNG 를/JKO 붙이/VV 었/EP 다/EF ./SF
181,세상__01/NNG 에/JKB 대하__02/VV 아서/EC 도/JX 마찬가지/NNG 이/VCP 다/EF ./SF
182,주요__01/NNG 대안__05/NNG 으로/JKB 는/JX 우선/MAG 정부__08/NNG 시책__01/NNG 에/JKB 대하__02/VV ᆫ/ETM 장__14/NNG ./SF
183,사업__04/NNG 계획__01/NNG 운영__03/NNG 에/JKB 관하__02/VV ᆫ/ETM 사항__02/NNG
184,그러나/MAJ 사회__07/NNG 에/JKB 대하__02/VV 아서/EC 는/JX 그/MM 반대__03/NNG 이/VCP 었/EP 다/EF ./SF
185,최상__02/NNG 의/JKG 교육/NNG 노력__01/NNG 에/JKB 정열/NNG 을/JKO 쏟/VV 으시/EP 어요/EF ./SF
186,익숙/XR 하/XSA ᆫ/ETM 것/NNB 에/JKB 대하__02/VV ᆫ/ETM 그리움/NNG 말__01/NNG 이/VCP 다/EF ./SF
187,적어도/MAG 아내__01/NNG 에/JKB 대하__02/VV 아서/EC 만큼/JKB 은/JX ./SF
188,B/SL 팀/NNG 의/JKG A/SL 팀/NNG 에/JKB 대하__02/VV ᆫ/ETM 반론/NNG
189,△/SW 직업/NNG 에/JKB 대하__02/VV ᆫ/ETM 준비/NNG 과정__03/NNG
190,"/SS 전깃줄/NNG 에/JKB 바람__01/NNG 이/JKS 스치__01/VV 는/ETM 소리__01/NNG 이/VCP 야/EF ./SF "/SS
191,회칙__02/NNG 변경__04/NNG 에/JKB 관하__02/VV ᆫ/ETM 사항__02/NNG
192,국회/NNG 운영__03/NNG 위원장/NNG 직__06/NNG 은/JX 민주당/NNP 에/JKB 내주/VV 었/EP 다/EF ./SF
193,이__05/MM 노래__01/NNG 에/JKB 록__03/NNG 의/JKG 요소__04/NNG 는/JX 거의/MAG 없/VA 다/EF ./SF
194,"/SS 국기__07/NNG 에/JKB 대하__02/VV ᆫ/ETM 경례/NNG !/SF "/SS
195,그때/NNG 부터/JX 연__11/NNG 에/JKB 손__01/NNG 을/JKO 대__01/VV ᆫ/ETM 것/NNB 이/VCP ᄇ니더/EF ./SF
196,처음/NNG 으로/JKB 좌중/NNG 에/JKB 웃음/NNG 이/JKS 터지/VV 었/EP 다/EF ./SF
197,첫째/NR ,/SP 노동__03/NNG 탄압/NNG 에/JKB 대하__02/VV ᆫ/ETM 침묵/NNG 이/VCP 다/EF ./SF
198,양귀비/NNP 에/JKB 대하__02/VV 아서/EC 는/JX 그/NP 의/JKG 무덤/NNG 이/JKS 셋/NR 이/VCP ᆫ데/EC
199,영우/NNP 는/JX 사랑__01/NNG 에/JKB 굶주리/VV ᆫ/ETM 아이__01/NNG 이/VCP 었/EP 다/EF ./SF
200,웃음/NNG 소리__01/NNG 가/JKS 전화기/NNG 에/JKB 불빛/NNG 처럼/JKB 차오르/VV ᆫ다/EF ./SF
201,나무__01/NNG 에/JKB 기대__01/VV ᆫ/ETM 두/MM 사람/NNG 다시/MAG 키스/NNG 하/XSV 고/EF ./SF
