Number,Sentence
16,"/SS 그리고/MAJ 이따/MAG 밤__01/NNG 에/JKB 는/JX 석기/NNP 네/XSN (으)로/JKB 데려오/VV 아/EF ./SF
17,달가닥달가닥/MAG …/SE 묵직/XR 하/XSA ᆫ/ETM 쇠바퀴/NNP 가/JKS 소라__02/NNG 껍데기/NNG 위__01/NNG (으)로/JKB 지나가/VV ᄇ니다/EF ./SF
18,어디/NP (으)로/JKB 숨__01/VV 어/EC 버리/VX ᆫ/ETM 것/NNB 이/VCP ᆫ지/EC ,/SP 젠장/IC ./SF "/SS
19,우리/NP 모두/MAG 경기도/NNP 화성군/NNP 남양면/NNP 활초리/NNP 홍난파/NNP 앞/NNG (으)로/JKB 편지__02/NNG 를/JKO 보내/VV 자/EF ./SF
20,세상__01/NNG 의/JKG 끝/NNG 이/JKS 이리__04/MAG (으)로/JKB 모두/MAG 모이/VV 었/EP 단다/EF ./SF
21,들창/NNG 너머/NNG (으)로/JKB 는/JX 포플러나무/NNG 의/JKG 끝/NNG 만/JX 이/JKS 보이__01/VV 었/EP 다/EF ./SF
22,나/NP 는/JX 가로수/NNG 뒤__01/NNG (으)로/JKB 몸__01/NNG 을/JKO 숨기/VV 었/EP 다/EF ./SF
23,그/MM 사이__01/NNG (으)로/JKB 둘/NR 은/JX 마치/MAG 도둑고양이/NNG 들/XSN 처럼/JKB 나아가/VV 았/EP 습니다/EF ./SF
24,시멘트/NNG 담벼락/NNG 너머/NNG (으)로/JKB 마루__03/NNG 이/VCP 며/EC 집안__01/NNG 이/JKS 들여다보이/VV 었/EP 다/EF ./SF
25,성벽__02/NNG 은/JX 길__01/NNG 건너__01/NNG (으)로/JKB 다시/MAG 이어지/VV 고/EC 있/VX 었/EP 다/EF ./SF
26,엉덩이/NNG 와/JC 허벅지/NNG 와/JC 오금__01/NNG (으)로/JKB 흘러내리/VV 었/EP 습니다/EF ./SF
27,205/SN 번/NNB 과/JKB 206/SN 번/NNB 나무__01/NNG 사이__01/NNG (으)로/JKB 사리탑/NNG 이/JKS 보이__01/VV 었/EP 다/EF ./SF
28,저/MM 아래__01/NNG 바위__01/NNG 들/XSN 사이__01/NNG (으)로/JKB 날아가/VV 는/ETM 갈매기/NNG 들/XSN ./SF
29,92/SN 년__02/NNB 청원군/NNP (으)로/JKB 학교/NNG 를/JKO 옮기/VV 었/EP 다/EF ./SF
30,담__01/NNG 너머/NNG (으)로/JKB 정수리/NNG 까지/JX 보__01/VV 았/EP 어/EF ./SF
31,또/MAJ 다른/MM 곳__01/NNG (으)로/JKB 옮기/VV 어/EC 가/VX 았/EP 다/EF ./SF
32,정말/MAG 마음속/NNG (으)로/JKB 는/JX 대단히/MAG 슬프/VA 었/EP 다/EF ./SF
33,그/MM 한쪽/NNG 가장자리/NNG (으)로/JKB 돼지우리/NNG 와/JC 닭장/NNG 이/JKS 있/VV 었/EP 다/EF ./SF
34,엘리베이터/NNG 문짝/NNG 의/JKG 무늬/NNG 사이__01/NNG (으)로/JKB 자신__01/NNG 의/JKG 모습__01/NNG 이/JKS 비치__01/VV 었/EP 다/EF ./SF
35,그/NP 는/JX 축대/NNG 너머/NNG (으)로/JKB 무엇/NP 이/VCP ᆫ가/EC 를/JKO 보__01/VV 았/EP 다/EF ./SF
36,중국/NNP 상하이/NNP (으)로/JKB 눈__01/NNG 을/JKO 돌리__04/VV 어/EC 보/VX 자/EF ./SF
37,지난달/NNG 에/JKB 는/JX 상당산성/NNP (으)로/JKB 소풍__02/NNG 을/JKO 가/VV 았/EP 습니다/EF ./SF
38,그녀/NP 는/JX 안__01/NNG (으)로/JKB 숨__01/NNG 을/JKO 들이마시__02/VV 었/EP 다/EF ./SF
39,전교__01/NNG 생/XSN 이/JKS 운동장/NNG (으)로/JKB 모이/VV 라는/ETM 종소리/NNG 이/VCP 었/EP 습니다/EF ./SF
40,가끔/MAG 잠__01/NNG 속__01/NNG (으)로/JKB 보호실/NNG 변기통/NNG 물소리/NNG 만/JX 이/JKS 들리__03/VV 었/EP 다/EF ./SF
41,언제/NP 이/VCP 든/EC 다시/MAG 돌개/NNP (으)로/JKB 되돌아오/VV 고/EC 야/JX 말/VX 겠/EP 어/EF ./SF 」/SS
42,"/SS 어디/NP (으)로/JKB 오/VV 시/EP 나요/EF ?/SF "/SS
43,사흘/NNG 뒤__01/NNG 에/JKB 그/NP 를/JKO 다방__02/NNG (으)로/JKB 불러내/VV ᆫ/ETM 이재필/NNP 은/JX
44,그래서/MAJ 여행__02/NNG 을/JKO 포기__02/NNG 하/XSV 고/EC 산티니케탄/NNP (으)로/JKB 돌아오/VV 았/EP 다/EF ./SF
45,저녁/NNG 6/SN 시/NNB 에/JKB 우리/NP 는/JX 평양/NNP (으)로/JKB 돌아오/VV 았/EP 다/EF ./SF
46,지섭/NNP 은/JX 그/MM 쯤/XSN 만족__01/NNG 하/XSA 고/EC 집__01/NNG (으)로/JKB 돌아오/VV 았/EP 다/EF ./SF
47,왜/MAG 하필/MAG 이런/MM 데/NNB (으)로/JKB 오/VV ᆫ/ETM 거/NNB 이/VCP 야/EF ?/SF "/SS
48,차창/NNG 밖/NNG (으)로/JKB 어촌/NNG 풍경__01/NNG 이/JKS 보이__01/VV 었/EP 다/EF ./SF
49,품이/NNP 의/JKG 마음__01/NNG 은/JX 한/MM 곳__01/NNG (으)로/JKB 쏠리/VV 었/EP 습니다/EF ./SF
50,특히/MAG 정은철이/NNP 얘/NP 딴/MM 반__11/NNG (으)로/JKB 보내/VV 죠/EF ./SF
51,유리창/NNG 너머/NNG (으)로/JKB 모__15/MM 국회의원/NNG 의/JKG 얼굴/NNG 이/JKS 보이__01/VV 었/EP 다/EF ./SF
52,"/SS 그럼/IC ,/SP 청소__06/NNG 도구__10/NNG 정리__09/NNG 하/XSV 고/EC 집__01/NNG (으)로/JKB 돌아가/VV 거라/EF ./SF "/SS
53,나/NP 는/JX 창__09/NNG 밖/NNG (으)로/JKB 논둑/NNG 을/JKO 내다보/VV 았/EP 다/EF ./SF
54,차창/NNG 밖/NNG (으)로/JKB 바다/NNG 가/JKS 보이__01/VV 었/EP 어/EF ./SF
55,창밖/NNG (으)로/JKB ᆫ/JX 도심__04/NNG 의/JKG 밤__01/NNG 풍경__01/NNG 이/JKS 내려다보이/VV 었/EP 습니다/EF ./SF
56,춘기/NNP 는/JX 낙담/NNG 하/XSV 아서/EC 집__01/NNG (으)로/JKB 돌아가/VV ᆯ까/EC 생각__01/NNG 하/XSV 았/EP 다/EF ./SF
57,우리/NP 달러/NNG 들/XSN 다른/MM 데/NNB (으)로/JKB 다/MAG 새__01/VV 어/EC 나가/VX 는구나/EF ./SF
58,그즈음/NNG 그/NP 들/XSN 이/JKS 워싱턴/NNP 을/JKO 거처__02/NNG (으)로/JKB 삼__02/VV 고/EC 있/VX 었/EP 다/EF ./SF
59,곧/MAG 너/NP 네/XSN 집__01/NNG (으)로/JKB 오/VV 시/EP ᆯ/ETM 거/NNB 이/VCP 야/EF ./SF
60,"/SS 전부/MAG 복도__04/NNG (으)로/JKB 나오/VV 아/EC !/SF "/SS
61,나/NP 는/JX 먼저/MAG 그곳/NP (으)로/JKB 전화__07/NNG 부터/JX 걸__02/VV 었/EP 다/EF ./SF
62,퇴근/NNG 하/XSV 고/EC </SS 명휘/NNP >/SS (으)로/JKB 오/VV 아/EF ./SF "/SS
63,"/SS 웬일/NNG 이/VCP 야/EF ?/SF 학교/NNG (으)로/JKB 전화__07/NNG 를/JKO 다/MAG 하/VV 고/EF ./SF "/SS
64,아이__01/NNG 들/XSN 까지/JX 종갓집/NNG (으)로/JKB 몰려가/VV ᆫ/ETM 모양__02/NNG 이/VCP 다/EF ./SF
65,조사단/NNG 대부분/NNG 은/JX 변함없이/MAG 내일/NNG 여기/NP (으)로/JKB 내려오/VV ᆯ/ETM 것/NNB 이/VCP ᄇ니다/EF ./SF
66,아이__01/NNG 들/XSN 은/JX 꽃__01/NNG 대야__01/NNG 둘레/NNG (으)로/JKB 모이/VV 었/EP 습니다/EF ./SF
67,그러나/MAJ 청년/NNG 의/JKG 뒷말__01/NNG 은/JX 엉뚱/XR 하/XSA ᆫ/ETM 곳__01/NNG (으)로/JKB 튀/VV 었/EP 다/EF ./SF
68,그래도/MAJ 단골__01/NNG 손__02/NNG 님/XSN 이/JKS 많/VA 은/ETM 곳__01/NNG (으)로/JKB 유명/XR 하/XSA 다/EF ./SF
69,저만큼/MAG 잔솔밭/NNG 사이__01/NNG (으)로/JKB 원피스/NNG 자락__01/NNG 이/JKS 보이__01/VV 었/EP 다/EF ./SF
70,그/MM 애__02/NNG 는/JX 부산/NNP (으)로/JKB 시집__01/NNG 을/JKO 잘/MAG 가/VV 았/EP 다/EF ./SF
71,언제/MAG 이__05/MM 나라/NNG (으)로/JKB 들어오/VV ᆫ/ETM 것/NNB 이/VCP ᆯ까/EF ?/SF
72,배천/NNP 은/JX 토탄__01/NNG 이/JKS 많이/MAG 나/VV 는/ETM 곳__01/NNG (으)로/JKB 유명__01/NNG 하/XSA 다/EF ./SF
73,그날/NNG 밤__01/NNG 유필호/NNP 가/JKS 봉삼/NNP 을/JKO 자기/NP 처소/NNG (으)로/JKB 부르/VV 었/EP 다/EF ./SF
74,구름__01/NNG 사이__01/NNG (으)로/JKB 빛나/VV 는/ETM 초생대/NNG 지형/NNG 들/XSN ./SF
75,잠실/NNP (으)로/JKB 무대__06/NNG 를/JKO 옮기/VV ᆫ/ETM 한국/NNP 시리즈/NNG 3/SN 연전__03/NNG ./SF
76,할머니/NNG 가/JKS 중국/NNP (으)로/JKB 건너오/VV ᆫ/ETM 지__02/NNB 60/SN 여/XSN 년__02/NNB ./SF
77,"/SS 거기/NP (으)로/JKB 나가/VV 았었/EP 구나/EF !/SF "/SS
78,오드바이/NNP 도/JX 바로/MAG 외나무/NNG 다리__02/NNG (으)로/JKB 접어들/VV 었/EP 다/EF ./SF
79,눈꼬리/NNG 짬__01/NNG (으)로/JKB 물기/NNG 가/JKS 흘러내리/VV 었/EP 다/EF ./SF
80,그/MM 사이__01/NNG (으)로/JKB 히딩크/NNP 감독__02/NNG 과/JC 선수__05/NNG 들/XSN 의/JKG 모습__01/NNG 이/JKS 보이__01/VV ᄇ니다/EF ./SF
81,이윽고/MAG 담당/NNG 의사__12/NNG 가/JKS 우리/NP 를/JKO 안__01/NNG (으)로/JKB 부르/VV 었/EP 다/EF ./SF
82,늬/NP 어무니/NNG 는/JX 공동묘지/NNG (으)로/JKB 모시/VV 어라/EF ./SF "/SS
83,굴뚝/NNG 속__01/NNG (으)로/JKB 그/NP 는/JX 다녀가/VV 았/EP 을/ETM 것/NNB 이/VCP 다/EF ./SF
84,게다가/MAG 큰형/NNG 친구__02/NNG 한/MM 사람/NNG 이/JKS 오늘/MAG 여기/NP (으)로/JKB 또/MAG 오/VV ᆫ다는구나/EF ./SF
85,그리고/MAJ 는/JX 부랴부랴/MAG 서울/NNP (으)로/JKB 도망치/VV 었/EP 으니/EF ./SF
86,무엇/NP 이/JKS 당신/NP 을/JKO 이곳/NP (으)로/JKB 오/VV 게/EC 하/VX 았/EP 는가/EF ?/SF
87,돌개/NNP 사람/NNG 이/VCP 니까/EC 반드시/MAG 돌개/NNP (으)로/JKB 돌아오/VV 아야/EC 만/JX 하/VX 아/EF ./SF
88,욕실/NNG (으)로/JKB 짐작/NNG 되/XSV 는/ETM 작__01/VA 은/ETM 문__05/NNG 이/JKS 하나/NR ./SF
89,"/SS 순이/NNP 엄마/NNG ,/SP 선상__88/NNG 님/XSN 순이/NNP 네/XSN 집__01/NNG (으)로/JKB 모시/VV 어/EF ./SF
90,우리/NP ᆫ/JX 옆/NNG 골목__01/NNG 여관__03/NNG (으)로/JKB 자리__01/NNG 를/JKO 잡__01/VV 았/EP 다/EF ./SF
91,그녀/NP 의/JKG 어깨__01/NNG 너머/NNG (으)로/JKB 제단__02/NNG 이/JKS 눈__01/NNG 에/JKB 들어오/VV 았/EP 다/EF ./SF
92,효철/NNP 은/JX 다희/NNP 의/JKG 머리칼/NNG 사이__01/NNG (으)로/JKB 얼굴/NNG 을/JKO 묻__02/VV 었/EP 다/EF ./SF
93,나무__01/NNG 사이__01/NNG (으)로/JKB 는/JX 하늘다람쥐/NNG 가/JKS 날아다니/VV ᆫ다/EF ./SF
94,"/SS 그럼/MAJ 홍보실/NNG (으)로/JKB 발령/NNG 을/JKO 내__02/VV 시/EP 지/EC 그래/IC ./SF
95,사회자/NNG 가/JKS 전년도/NNG 우승자/NNG 이세돌/NNP 을/JKO 단상__03/NNG (으)로/JKB 불러내/VV 었/EP 다/EF ./SF
96,국도__04/NNG (으)로/JKB 들어서/VV 자마자/EC 추월__01/NNG 이/JKS 시작__01/NNG 되/XSV ᆫ다/EF ./SF
97,영애/NNP 는/JX 커텐/NNG 사이__01/NNG (으)로/JKB 들여다보/VV 았/EP 다/EF ./SF
98,민이/NNP 는/JX 할아버지/NNG 와/JKB 함께/MAG 서울/NNP (으)로/JKB 오/VV 았/EP 습니다/EF ./SF
99,고속도로/NNG 건너편/NNG (으)로/JKB 슬라이드/NNG 처럼/JKB 지나치/VV 었/EP 던/ETM 도시__03/NNG ./SF
100,그런데/MAJ 다음날/NNG 조국/NNP 이/JKS 교무실/NNG (으)로/JKB 불리__04/VV 어/EC 가/VX 았/EP 다/EF ./SF
101,한시__01/NNG 이/VCP 라도/EC 빨리/MAG 그곳/NP (으)로/JKB 가/VV 고/EC 싶/VX 습니다/EF ./SF
102,빨리/MAG 방__07/NNG 안__01/NNG (으)로/JKB 모시/VV 어라/EF !/SF "/SS
103,◈/SW 여름__01/NNG 미술/NNG 학교/NNG (으)로/JKB 모이/VV 자/EC
104,신문사/NNG 가/JKS 효창공원/NNP 옆/NNG (으)로/JKB 이사__14/NNG 를/JKO 하/VV ᆫ/ETM 것/NNB 이/VCP 다/EF ./SF
105,그/MM 입/NNG 사이__01/NNG (으)로/JKB 금니__01/NNG 가/JKS 살짝/MAG 보이__01/VV ᄇ니다/EF ./SF
106,"/SS 여름__01/NNG 방학/NNG 때__01/NNG 제주도/NNP 우리/NP 집__01/NNG (으)로/JKB 그이/NP 가/JKS 찾아오/VV 았/EP 어/EF ./SF
107,선생__01/NNG 님/XSN 집__01/NNG (으)로/JKB 제/NP 가/JKS 찾아가/VV 면/EC 안/MAG 되/XSV ᆯ까요/EF ?/SF "/SS
108,흡연/NNG 좌석/NNG (으)로/JKB 주/VV 세요/EF ./SF "/SS
109,어머니/NNG 의/JKG 그림자/NNG 가/JKS 머릿속/NNG (으)로/JKB 지나가/VV 았/EP 다/EF ./SF
110,햇빛/NNG 은/JX 아카시아/NNG 나무__01/NNG 사이__01/NNG (으)로/JKB 은빛/NNG 비늘__01/NNG 처럼/JKB 퍼덕이/VV 었/EP 다/EF ./SF
111,집__01/NNG (으)로/JKB 다시/MAG 들어오/VV ᆫ/ETM 그날/NNG 말__01/NNG 이/VCP 야/EF ./SF
112,두/MM 사람/NNG 다/MAG 뒷말__01/NNG 은/JX 마음속/NNG (으)로/JKB 삼키/VV ᆫ/ETM 채__09/NNB ./SF
113,국내__02/NNG (으)로/JKB 눈__01/NNG 을/JKO 돌리__04/VV 어/EC 보/VX 자/EF ./SF
114,농부__01/NNG 하나/NR 가/JKC 억새풀/NNG 사이__01/NNG (으)로/JKB 올라오/VV 았/EP 다/EF ./SF
115,출근/NNG 은/JX 우선/MAG 공보부/NNG (으)로/JKB 하/VV 았/EP 다/EF ./SF
116,1675/SN 년__02/NNB 술탄/NNG 빌라랍/NNP 의/JKG 궁전__05/NNG (으)로/JKB 세우__01/VV 었/EP 다/EF ./SF
117,시내__03/NNG (으)로/JKB 들어서/VV 자/EC 주위__02/NNG 는/JX 어둑어둑/MAG 하/XSA 다/EF ./SF
118,"/SS 침대__02/NNG 가/JKS 두/MM 개인__02/NNG 방__07/NNG (으)로/JKB 주/VV 세요/EF ./SF "/SS
119,고속도로/NNG 가/JKS 어디/NP (으)로/JKB 뚫리/VV ᆯ/ETM 것/NNB 이/VCP 냐/EF ?/SF
120,여건__01/NNG 만/JX 주어지/VV ᆫ다면/EC 연해주/NNP (으)로/JKB 이주__06/NNG 하/XSV 고/EC 싶/VX 다/EF ./SF
121,거기/NP (으)로/JKB 호구__02/NNG 조사__30/NNG 를/JKO 오/VV ᆫ/ETM 것/NNB 은/JX 아니/VCN 었/EP 다/EF ./SF
122,셔츠/NNG 틈새/NNG (으)로/JKB 우윳빛/NNG 젖가슴/NNG 이/JKS 살짝/MAG 엿보이/VV 었/EP 다/EF ./SF
123,패하/VV 기/ETN 의/JKG 틈__01/NNG (으)로/JKB 도/JX 전기__15/NNG 가/JKS 낭비/NNG 되/XSV ᆫ다/EF ./SF
124,저/NP 는/JX 블라인드/NNG 사이__01/NNG (으)로/JKB 밖/NNG 을/JKO 내다보/VV 았/EP 습니다/EF ./SF
125,"/SS 지휘/NNG 소대__03/NNG 는/JX 모두/MAG 앞마당/NNG (으)로/JKB 모이/VV 엇/EF !/SF ”/SS
126,경품/NNG 은/JX 원하__02/VV 는/ETM 주소__01/NNG (으)로/JKB 배달/NNG 하/XSV 아/EC 주/VX ᆫ다/EF ./SF
127,단원/NNP 의/JKG 고향__02/NNG 은/JX 확증/NNG 이/JKS 없/VA 으나/EC 안산/NNP (으)로/JKB 추정__02/NNG 되/XSV ᆫ다/EF ./SF
128,예전__01/NNG 처럼/JKB 사당동/NNP 시장__04/NNG 입구__02/NNG (으)로/JKB 붙/VV 었/EP 다/EF ./SF
129,병문/NNP 은/JX 등짝/NNG (으)로/JKB 식은땀/NNG 을/JKO 줄줄/MAG 흘리/VV 고/EC 있/VX 었/EP 다/EF ./SF
130,구만이/NNP 너/NP 도/JX 이제__01/NNG 는/JX 이__05/MM 구멍/NNG (으)로/JKB 안/MAG 다니/VV 지/EF ?/SF "/SS
131,춘기/NNP 는/JX 유리창/NNG 너머/NNG (으)로/JKB 경찰서/NNG 정문__03/NNG 을/JKO 살피/VV 었/EP 다/EF ./SF
132,하/VV 고/EC 다른/MM 방__07/NNG (으)로/JKB 인도__06/NNG 하/XSV 았/EP 다/EF ./SF
133,아이__01/NNG 들/XSN 은/JX 울타리/NNG 사이__01/NNG (으)로/JKB 염소__01/NNG 에게/JKB 종이__01/NNG 를/JKO 주/VV 었/EP 다/EF ./SF
134,여자__02/NNG 붉은청년근위대/NNP 야영소/NNG (으)로/JKB 배속/NNG 되/XSV 어/EC 가/VV 았/EP 다/EF ./SF
135,"/SS 유형기/NNP 가/JKS 어디/NP (으)로/JKB 잠적/NNG 하/XSV 았/EP 는지/EC 모르/VV 겠/EP 어요/EF ./SF "/SS
136,관할/NNG 수도사업소/NNG 민원실/NNG 이나/JC 요금과/NNG (으)로/JKB 문의__03/NNG 하/XSV 면/EC 되__01/VV ᆫ다/EF ./SF
137,늘/MAG 우리/NP 집__01/NNG 앞/NNG (으)로/JKB 지나다니/VV 는데/EF ./SF
138,남조/NNP 는/JX 가만히/MAG 문틈/NNG (으)로/JKB 방__07/NNG 안__01/NNG 을/JKO 들여다보/VV 았/EP 다/EF ./SF
139,"/SS 어차피/MAG 안개섬/NNP (으)로/JKB 는/JX 못/MAG 들어가__01/VV 아요/EF ./SF
140,창__09/NNG 밖/NNG (으)로/JKB 표지판/NNG 이/JKS 보이__01/VV 었/EP 다/EF ./SF
141,그러나/MAJ 속__01/NNG (으)로/JKB 는/JX 긴장/NNG 이/JKC 되__01/VV 었/EP 다/EF ./SF
142,담장__01/NNG 너머/NNG (으)로/JKB 그/NP 의/JKG 집__01/NNG 을/JKO 쳐다보/VV 고/EC 있/VX 었/EP 다/EF ./SF
143,-/SS 주로/MAG 어디/NP 를/JKO 생활/NNG 근거지/NNG (으)로/JKB 삼__02/VV 고/EC 있/VX 습니까/EF ./SF
144,둘째/NR ,/SP 점포/NNG 는/JX 쾌적/XR 공간__05/NNG (으)로/JKB 만들/VV ᆫ다/EF ./SF
145,"/SS 괜찮/VA 은/ETM 곳__01/NNG (으)로/JKB 미리/MAG 예약/NNG 하/XSV 아/EC 놓/VX 았/EP 습니다/EF ./SF "/SS
146,욕실/NNG 문틈/NNG (으)로/JKB 샤워/NNG 중__04/NNB 이/VCP ᆫ/ETM 그녀/NP 가/JKS 보이__01/VV 었/EP 다/EF ./SF
147,더구나/MAG 셋방/NNG (/SS 貰房/SH )/SS (으)로/JKB 돌아다니/VV 는/ETM 터/NNB 에/JKB !/SF
148,문틈/NNG (으)로/JKB 밖/NNG 을/JKO 내다보/VV 았/EP 다/EF ./SF
149,이제/MAG 저쯤/NNG 갈밭/NNG 모리__03/NNG (으)로/JKB 소녀__02/NNG 가/JKS 나타나/VV 리라/EF ./SF
150,속__01/NNG (으)로/JKB 눈물__01/NNG 이/JKS 나/VV 았/EP 다/EF ./SF
151,격자창/NNG 너머/NNG (으)로/JKB 데크/NNG 와/JC 처마__01/NNG 가/JKS 보이__01/VV 는/ETM 거실__02/NNG 이/VCP 었/EP 다/EF ./SF
152,-/SS 잠지/NNG 있/VV 는/ETM 데/NNB (으)로/JKB ./SF
153,그래서/MAJ 나/NP 는/JX 지국장/NNG 을/JKO 속__01/NNG (으)로/JKB 욕하/VV 았/EP 다/EF ./SF
154,그다지/MAG 크/VA 지/EC 않/VX 은/ETM 창__09/NNG 너머/NNG (으)로/JKB ./SF
155,펑크/NNG 나/VV ᆫ/ETM 혼__02/NNG 사이__01/NNG (으)로/JKB ./SF
156,마카오/NNP 친구__02/NNG 집__01/NNG (으)로/JKB 돌아다니/VV ᄆ/ETN 86/SN ./SF 5/SN ­/SS 87/SN ./SF 9/SN
157,양/MM 편__04/NNB (으)로/JKB 사람/NNG 들/XSN 이/JKS 주욱/MAG 서/VV 어/EC 있/VX 었/EP 다/EF ./SF
158,밤__01/NNG 에/JKB 벽__06/NNG (으)로/JKB 다니/VV 는/ETM 곤충/NNG )/SS ./SF
