Number,Sentence
36,이/MM 어린이/NNG 마음__01/NNG 의/JKG 속성__05/NNG 을/JKO 저/NP 는/JX 세/MM 가지/NNB (으)로/JKB 보__01/VV ᄇ니다/EF ./SF
37,그/MM 중__04/NNB 에서/JKB 도/JX 추석__01/NNG 이/JKS 첫째/NR 손가락/NNG (으)로/JKB 꼽히__01/VV ᆫ다/EF ./SF
38,경기__11/NNG 수__26/NNG (으)로/JKB 는/JX 꼭__03/MAG 10/SN 경기__11/NNG 만__01/NNB 에/JKB 터지/VV 었/EP 다/EF ./SF
39,수술__05/NNG 은/JX 예상__02/NNG 이상__05/NNG 의/JKG 단시간/NNG (으)로/JKB 끝나/VV 았/EP 다/EF ./SF
40,네째/NR (으)로/JKB ,/SP 인물/NNG 들/XSN 을/JKO 둘러싸/VV 고/EC 있/VX 는/ETM 사회__07/NNG 심리__01/NNG 적/XSN ./SF
41,앞/NNG (으)로/JKB 고기__01/NNG 먹__02/VV 고/EC 싶/VX 으면/EC 얘기/NNG 하/XSV 라고/EF ./SF
42,도매가/NNG (으)로/JKB 판매/NNG 하/XSV 므로/EC 시중__03/NNG 보다/JKB 10/SN %/SW 정도__11/NNG 싸__05/VA 다/EF ./SF
43,오늘/NNG 중__04/NNB (으)로/JKB 대둔산/NNP 지구__03/NNG 까지/JX 가/VV 아야/EC 하/VX ᄇ니다/EF ./SF "/SS
44,불탄절/NNG 석가모니/NNP 가/JKS 탄생/NNG 하/XSV ᆫ/ETM 날__01/NNG 을/JKO 경축일/NNG (으)로/JKB 일컫/VV 는/ETM 말__01/NNG ./SF
45,차라리/MAG 문과__01/NNG (으)로/JKB 가/VV 자/EF ./SF
46,경제__04/NNG 는/JX 정치__03/NNG 와/JKB 는/JX 근본/NNG 적/XSN (으)로/JKB 다르/VA ᆫ/ETM 분야/NNG 이/VCP 다/EF ./SF
47,그리고/MAJ 그날/NNG (으)로/JKB 계약/NNG 을/JKO 하/VV 았/EP 다/EF ./SF
48,일상__04/NNG 적/XSN (으)로/JKB 살__01/VV 는/ETM 훈련/NNG 을/JKO 말__01/NNG 이/VCP 야/EF ./SF
49,24/SN 편__09/NNB (으)로/JKB 이어지/VV ᆫ다/EF ./SF
50,등장인물/NNG 은/JX 크/VA 게/EC 세/MM 유형__07/NNG (으)로/JKB 분류__03/NNG 되/XSV ᆫ다/EF ./SF
51,다섯/NR 놈/NNB 이/JKS 차례__01/NNG (으)로/JKB 한/MM 차례__01/NNG 씩/XSN 몽둥이/NNG 를/JKO 놀리__03/VV 었/EP 다/EF ./SF
52,"/SS 원칙/NNG 적/XSN (으)로/JKB 는/JX 면회__02/NNG 가/JKS 안/MAG 되__01/VV ᄇ니다/EF ./SF
53,연령__01/NNG 별/XSN (으)로/JKB 보/VV 면/EC 20/SN 대__06/NNB 의/JKG 80/SN ./SF 0/SN %/SW ,/SP
54,생산액/NNG (으)로/JKB 따지__01/VV 면/EC 제조업/NNG 중__04/NNB 8/SN ./SF 7/SN 퍼센트/NNG ,/SP
55,이__05/MM 때__01/NNG 쯤/XSN 세계__02/NNG 의/JKG 역사__04/NNG 는/JX 저녁/NNG 무렵/NNB (으)로/JKB 접어들/VV ᆫ다/EF ./SF
56,3/SN 종__09/NNG (으)로/JKB 나뉘/VV ᆫ다/EF ./SF
57,그래서/MAJ 약수터/NNG 주변__04/NNG 에/JKB 는/JX 새__03/NNG 들/XSN 이/JKS 상대__04/NNG 적/XSN (으)로/JKB 드물/VA 다/EF ./SF
58,이/VCP 었/EP 으나/EC 1989/SN 년__02/NNB 에/JKB 는/JX 18/SN %/SW (으)로/JKB 늘어나/VV 았/EP 다/EF ./SF
59,기준/NNG )/SS 만__01/NNB 에/JKB 하락세/NNG (으)로/JKB 돌아서/VV 었/EP 다/EF ./SF
60,바람__01/NNG 은/JX 일반__02/NNG 적/XSN (으)로/JKB 여름철/NNG 보다/JKB 는/JX 겨울철/NNG 에/JKB 많이/MAG 불__01/VV ᆫ다/EF ./SF
61,를/JKO 차지__01/NNG 하/XSV 는/ETM 20/SN 대__06/NNB 인구__01/NNG 다음__01/NNG (으)로/JKB 많/VA 다/EF ./SF
62,그날/NNG (으)로/JKB 이웃집/NNG 여자__02/NNG 나/JC 공장__02/NNG 동료/NNG 에게/JKB 갖/VV 다/EC 주/VX 었/EP 다/EF ./SF
63,2/SN 이/MM 책__01/NNG 은/JX 3/SN 부/NNB (으)로/JKB 이루__01/VV 어/EC 지/VX 어/EC 있/VX 다/EF ./SF
64,실지로/MAG [/SS 날개/NNP ]/SS 의/JKG 방__07/NNG 은/JX 둘/NR (으)로/JKB 나뉘/VV 어/EC 있/VX 다/EF ./SF
65,한/MM 마리/NNB 씩/XSN 용도__02/NNG 별/XSN (으)로/JKB 따로/MAG 썰__01/VV 어/EC 각각/MAG 보관__01/NNG 하/XSV ᆫ다/EF ./SF
66,일기__12/NNG 를/JKO 여러/MM 방법/NNG (으)로/JKB 쓰/VV 어/EC 보/VX ᆫ다/EF ./SF
67,일반__02/NNG 적/XSN (으)로/JKB 물리학자/NNG 들/XSN 은/JX 무/XPN 의미/NNG 를/JKO 다루__01/VV 지/EC 않/VX 는다/EF ./SF
68,옹기__02/NNG 는/JX 질그릇/NNG 과/JC 오지그릇/NNG 둘/NR (으)로/JKB 나누/VV ᆫ다/EF ./SF
69,"/SS 보통/NNG 은행__02/NNG 과/JC 특수__02/NNG 은행__02/NNG (으)로/JKB 나누/VV 어/EC 지/VX ᆫ단다/EF ./SF
70,첫째/NR (으)로/JKB ,/SP 大學/SH 은/JX 眞理探究/SH 를/JKO 위하__01/VV ᆫ/ETM 殿堂/SH 이/VCP ᄇ니다/EF ./SF
71,과연__01/MAG 최진실/NNP 의/JKG 시대__02/NNG 는/JX 뒤__01/NNG (으)로/JKB 밀리__02/VV 는/ETM 것/NNB 이/VCP ᆯ까/EF ./SF
72,순__88/NNG (으)로/JKB 보이__02/VV 어/EC 주/VX ᆫ다/EF ./SF
73,아무튼/MAG 앞/NNG (으)로/JKB 같이/MAG 고민/NNG 하/XSV 면서/EC 풀/VV 어/EC 보/VX 자/EF ./SF
74,그것/NP 을/JKO 첫/MM 번/NNB 째/XSN (으)로/JKB 묻__03/VV 고/EC 싶/VX 습니다/EF ./SF
75,3/SN 단계__03/NNG (으)로/JKB 넘어가__01/VV ᆫ다/EF ./SF
76,사람/NNG 은/JX 두/MM 가지/NNB (으)로/JKB 성장__01/NNG 하/XSV ᆯ/ETM 수__02/NNB 있/VV 다/EF ./SF
77,cm/SL ,/SP 세로__01/NNG 15/SN cm/SL (으)로/JKB 정하/VV 아/EC 지/VX 어/EC 있/VX 다/EF ./SF
78,10/SN 만/NR 원__01/NNB (으)로/JKB 하/VV ᄇ시다/EC 그려/JX ./SF "/SS
79,한/MM 주일/NNB 뒤__01/NNG (으)로/JKB 하/VV 아/EF ./SF "/SS
80,다음__01/NNG (으)로/JKB 는/JX 종려/NNG (/SS 棕櫚/SH )/SS 가/JKS 있/VV 다/EF ./SF
81,생식/NNG 은/JX 무성__02/NNG 생식/NNG 과/JC 유성__01/NNG 생식/NNG (으)로/JKB 나뉘/VV ᆫ다/EF ./SF
82,다리__01/NNG 는/JX 4/SN cm/SW 길이/NNG (으)로/JKB 썰__01/VV ᆫ다/EF ./SF
83,두세/MM 배__09/NNG (으)로/JKB 뛰__01/VV ᆫ/ETM '/SS 하이__88/NNG 점핑/NNG '/SS ./SF
84,나훈아/NNP 를/JKO 닮/VV 은/ETM 사람/NNG 은/JX 무려/MAG 4/SN 명/NNB (으)로/JKB 선호도/NNG 가/JKS 최고__02/NNG ./SF
85,*/SW 양치/NNG 질/XSN ,/SP 컵/NNG 3/SN 잔__03/NNG (으)로/JKB 헹구/VV ᆫ다/EF ./SF
86,닭/NNG 은/JX 그래도/MAJ 새벽/NNG ,/SP 낮/NNG (으)로/JKB 울__01/VV 기/ETN 나/JX 하/VX ᆫ다/EF ./SF
87,이/MM 명제/NNG 에/JKB 대하__02/VV 아서/EC 는/JX 두/MM 가지/NNB (으)로/JKB 논증__02/NNG 하/XSV ᄇ니다/EF ./SF
88,*/SW 92/SN 대__11/NNB 85/SN (으)로/JKB 샌/NNP 안토니오/NNP 꺾/VV 고/EC 8/SN 위/NNB 확정__02/NNG
89,그/MM 뒤__01/NNG (으)로/JKB 는/JX 소녀__02/NNG 의/JKG 모습__01/NNG 은/JX 보이__01/VV 지/EC 않/VX 았/EP 다/EF ./SF
90,"/SS 보__01/VV 아서/EC 앞/NNG (으)로/JKB 둘/NR 이/JKS 같이/MAG 자취__03/NNG 하/XSV 자/EF ./SF
91,30/SN 년대/NNB 의/JKG 형성기/NNG ,/SP 그리고/MAJ 40/SN 년대/NNB 의/JKG 방황기/NNG (으)로/JKB 나뉘/VV ᆫ다/EF ./SF
92,3/SN 대__11/NNB 0/SN (으)로/JKB 이기__01/VV 었/EP 어요/EF ./SF "/SS
93,지금__03/NNG 의/JKG 국기__07/NNG 는/JX 다시/MAG 3/SN 개/NNB (으)로/JKB 돌아오/VV 았/EP 다/EF ./SF
94,그/MM 밑__01/NNG (으)로/JKB 국어/NNG 가/JKS 자그마치/MAG 넷/NR 이나/JX 되__01/VV 는/ETM 스위스/NNP ./SF
95,참여/NNG 연대__02/NNG 지식인/NNG 그룹__01/NNG 도/JX 1/SN ,/SP 2/SN 세대__02/NNG (으)로/JKB 나뉘/VV ᆫ다/EF ./SF
96,삼성/NNP 과/JC 기아/NNP 는/JX 일찌감치/MAG 올/MM 시즌/NNG 2/SN 강__88/NNG (으)로/JKB 꼽히__01/VV 었/EP 다/EF ./SF
97,잠시/MAG 나마/JX '/SS 그/MM 시절__01/NNG '/SS (으)로/JKB 되돌아가/VV 아/EC 보/VX 는/ETM 것/NNB ./SF
98,이제/MAG 입시__04/NNG 가/JKS 한/MM 달__05/NNG 여/XSN 앞/NNG (으)로/JKB 다가오/VV 았/EP 다/EF ./SF
99,그러나/MAJ 앞/NNG (으)로/JKB 좀/MAG 더/MAG 검토/NNG 되/XSV 어야/EC 하/VX ᆯ/ETM 것/NNB 같/VA 다/EF ./SF
100,모두/MAG 두/MM 배미__01/NNG (으)로/JKB 되__01/VV ᆫ/ETM 논__01/NNG 이/VCP 었/EP 다/EF ./SF
101,올해/NNG (으)로/JKB 마흔일곱/NR 이/VCP ᆫ/ETM 엄마/NNG 는/JX 아직/MAG 예쁘/VA 다/EF ./SF
102,일차__01/NNG (으)로/JKB 수색__06/NNG 을/JKO 하/VV 자는/ETM 거/NNB 이/VCP 오/EF ./SF
103,"/SS 앞/NNG (으)로/JKB 그/MM 녀석/NNB 하고/JKB 놀/VV 지/EC 말/VX 아/EF ./SF
104,정신__12/NNG 적/XSN (으)로/JKB 자유__03/NNG 롭/XSA 어/EC 지/VX ᆯ/ETM 필요/NNG 가/JKS 있/VV 습니다/EF ./SF
105,2/SN 개월/NNB 말__11/NNB 경/XSN 에/JKB 수정란/NNG 은/JX 4/SN cm/SL 정도__11/NNG (으)로/JKB 커지/VV ᆫ다/EF ./SF
106,일반__02/NNG 적/XSN (으)로/JKB 핀셋/NNG 이/VCP 라고/EC 하/VV ᆫ다/EF ./SF
107,그것/NP 은/JX 전적__03/NNG (으)로/JKB 나/NP 에게/JKB 있/VV 다/EF ./SF
108,병석이/NNP 가/JKS 두/MM 번/NNB 째/XSN (으)로/JKB 정학__04/NNG 을/JKO 맞__02/VV 은/ETM 것/NNB 이/VCP 다/EF ./SF
109,시__13/NNG 낭송/NNG 운동__02/NNG 이/JKS 전국__03/NNG 적/XSN (으)로/JKB 자꾸/MAG 번지__01/VV 어/EC 가/VX ᆫ다/EF ./SF
110,그/MM 후__08/NNG (으)로/JKB 그녀/NP 의/JKG 소문__02/NNG 을/JKO 간간히__88/MAG 듣__01/VV 었/EP 다/EF ./SF
111,마지막/NNG (으)로/JKB 방__07/NNG 에다/JKB 도배__08/NNG 를/JKO 하/VV 았/EP 다/EF ./SF
112,이/MM 점__10/NNG 을/JKO 한/MM 번/NNB 근원/NNG 적/XSN (으)로/JKB 돌아보/VV 자/EC 이것/NP 이/VCP 야/EF ./SF
113,그러나/MAJ 이/MM 둘/NR 은/JX 근본/NNG 적/XSN (으)로/JKB 성격__02/NNG 이/JKS 다르/VA 다/EF ./SF
114,그러나/MAJ 그/MM 환영__01/NNG 은/JX 순간__03/NNG (으)로/JKB 희미/XR 하/XSA 게/EC 사라지/VV 었/EP 다/EF ./SF
115,*/SW 남자__02/NNG 축구__04/NNG 는/JX 이탈리아/NNP 에/JKB 0/SN 대__11/NNB 1/SN (으)로/JKB 지__03/VV 어/EC 탈락/NNG
116,쿠웨이트/NNP 와/JC 인도/NNP 도/JX 1/SN -/SS 1/SN (으)로/JKB 비기__01/VV 었/EP 다/EF ./SF
117,한마디/NNG (으)로/JKB 뾰족/MAG 하/XSA ᆫ/ETM 수__02/NNB 가/JKS 없/VA 는/ETM 셈/NNB 이/VCP 다/EF ./SF
118,8/SN ,/SP 나/NP 는/JX 어린이/NNG 의/JKG 선생__01/NNG 과/JKB 정기__07/NNG 적/XSN (으)로/JKB 만나/VV ᄇ니다/EF ./SF
119,4/SN 쿼터/NNG 후반__01/NNG 에/JKB ᆫ/JX 오히려/MAG 72/SN -/SS 75/SN (으)로/JKB 뒤지__01/VV 었/EP 다/EF ./SF
120,이__05/MM 시대__02/NNG 에/JKB 미학/NNG 은/JX 두/MM 갈래/NNG (으)로/JKB 나뉘/VV 어/EC 발전__01/NNG 하/XSV ᆫ다/EF ./SF
121,몸판/NNG 은/JX 앞/NNG 과/JC 뒤__01/NNG (으)로/JKB 나누/VV ᆫ다/EF ./SF
122,둘째/NR (으)로/JKB 지역__03/NNG 적/XSN 이/VCP ᆫ/ETM 특성__01/NNG 을/JKO 들__04/VV 고/EC 있/VX 다/EF ./SF
123,앞/NNG (으)로/JKB 도/JX 골__14/NNG 욕심/NNG 을/JKO 내__02/VV 겠/EP 다/EF ./SF "/SS
124,울산/NNP 은/JX 2/SN 골__14/NNG 차__08/NNG 이상__05/NNG (으)로/JKB 이기__01/VV 어야/EC 우승__05/NNG ./SF
125,다음__01/NNG (으)로/JKB 그/NP 가/JKS 향하/VV ᆫ/ETM 곳__01/NNG 은/JX 군청__01/NNG 소재지/NNG ./SF
126,이/MM 중__04/NNB Principia/SL 는/JX 세/MM 권/NNB (으)로/JKB 나뉘/VV 어/EC 지/VX 어/EC 있/VX 다/EF ./SF
127,석기/NNP 의/JKG 허벅지/NNG 는/JX 상상__07/NNG 하/XSV ᆫ/ETM 것/NNB 이상__05/NNG (으)로/JKB 진무르/VV 었/EP 다/EF ./SF
128,도대체/MAG 절대__05/NNG 적/XSN (으)로/JKB 단순__02/NNG 하/XSA ᆫ/ETM 것/NNB 은/JX 없/VA 다/EF ./SF
129,그러나/MAJ 불행/NNG 은/JX 한/MM 번/NNB (으)로/JKB 끝나/VV 지/EC 않/VX 았/EP 다/EF ./SF
130,현재__02/NNG 는/JX 각각/MAG 1/SN 통__16/NNG 과/JC 2/SN 통__16/NNG (으)로/JKB 되__01/VV 었/EP 다/EF ./SF
131,두/MM 음절/NNG (으)로/JKB 되__01/VV ᆫ/ETM 한자어/NNG 중__04/NNB 에서/JKB 몇/MM 가지/NNB 의/JKG 경우__03/NNG
132,언론/NNG 은/JX 흔히/MAG 제/XPN 4/SN 부__15/NNG (으)로/JKB 일컫/VV 어/EC 지/VX ᆫ다/EF ./SF
133,갑자기/MAG 제임스/NNP 박/NNP 이/JKS 허리__01/NNG 를/JKO 구십/NR 도/NNB (으)로/JKB 굽히/VV 었/EP 다/EF ./SF
134,장관__03/NNG 1/SN 명/NNB ,/SP 차관__01/NNG 1/SN 명/NNB (으)로/JKB 되__01/VV 어/EC 있/VX 다/EF ./SF
135,중세__02/NNG 후기__03/NNG (으)로/JKB 의/JKG 전환__03/NNG 에서/JKB 는/JX 李奎報/SH 의/JKG 창조__03/NNG 가/JKS 돋보이/VV ᆫ다/EF ./SF
136,천/NR 원__01/NNB (으)로/JKB 세/MM 사람/NNG 의/JKG 행복__02/NNG 을/JKO 챙기/VV 어/EC 보/VX ᄇ니다/EF ./SF
137,일반__02/NNG 적/XSN (으)로/JKB 학생/NNG 들/XSN 은/JX 공부__01/NNG 를/JKO 좋아하/VV ᆫ다/EF ./SF
138,1/SN %/SW (으)로/JKB 올라가/VV 았/EP 다/EF ./SF
139,"/SS 이제/MAG 내일/NNG (으)로/JKB 전야제/NNG 가/JKS 다가오/VV 았/EP 습니다/EF ./SF "/SS
140,전적__03/NNG (으)로/JKB 맞__01/VV 는/ETM 말__01/NNG 이/VCP 다/EF ./SF
141,1979/SN 년__02/NNB 을/JKO 시작__01/NNG (으)로/JKB 하/VV ᆫ다/EF ./SF
142,이/MM 글/NNG 은/JX 전부/MAG 여섯/NR 부분__01/NNG (으)로/JKB 이루__01/VV 어/EC 지/VX 어/EC 있/VX 다/EF ./SF
143,흔히/MAG 송도/NNP 삼절/NNG 의/JKG 하나/NR (으)로/JKB 손꼽히/VV ᆫ다/EF ./SF
144,오이__01/NNG 는/JX 5/SN cm/SW 길이/NNG (으)로/JKB 토막__01/NNG 썰__01/VV 어/EC 0/SN ./SF 2/SN cm/SW
145,둘째/NR (으)로/JKB ,/SP 등장__01/NNG 인물/NNG 들/XSN 의/JKG 생활상/NNG 도/JX 배경__01/NNG 이/JKC 되__01/VV ᆫ다/EF ./SF
146,내년/NNG 초__03/NNB (으)로/JKB 이__05/MM 공익__01/NNG 채권__01/NNG 의/JKG 만기__05/NNG 가/JKS 돌아오/VV ᆫ다/EF ./SF
147,그/MM 뒤__01/NNG (으)로/JKB 한/MM 번/NNB 도/JX 못/MAG 만나/VV 았/EP 어요/EF ./SF ]/SS
148,저/NP 는/JX 이/MM 문제__06/NNG 를/JKO 세/MM 가지/NNB (으)로/JKB 나누/VV 어/EC 보/VX 았/EP 습니다/EF ./SF
149,이즈음/NNG 부터/JX 여행객/NNG 들/XSN 은/JX 두/MM 갈래/NNG 길__01/NNG (으)로/JKB 갈라지__01/VV ᆫ다/EF ./SF
150,자기/NP 의/JKG 生活史/SH 를/JKO 시간__04/NNG 순서/NNG (으)로/JKB 적__01/VV 어/EC 보/VX 라/EF ./SF
151,나/NP 의/JKG 걷__02/VV 기/ETN 는/JX 일정/XR 하/XSA ᆫ/ETM 보폭/NNG (으)로/JKB 계속__04/NNG 되/XSV ᆫ다/EF ./SF
152,아니/VCN 면/EC 21/SN 일/NNB (으)로/JKB 잘못/MAG 듣__01/VV 은/ETM 것/NNB 이/VCP ᆯ까/EF ./SF
153,"/SS 앞/NNG (으)로/JKB 10/SN 킬로/NNG 남/VV 았/EP 군요/EF ./SF "/SS
154,확산/NNG 론/XSN 도/JX 기본/NNG 적/XSN (으)로/JKB 똑같/VA 은/ETM 말__01/NNG 이/VCP ᄇ니다/EF ./SF
155,한/MM 개/NNB 씩/XSN 낱개/NNG (으)로/JKB 팔/VV 는/ETM 가게/NNG 이/VCP ᄇ니다/EF ./SF
156,두/MM 가지/NNB (으)로/JKB 생각__01/NNG 이/JKC 되__01/VV 더군요/EF ./SF
157,내/NP 가/JKS 생애/NNG 최초/NNG (으)로/JKB 벌__02/VV ᆫ/ETM 돈__01/NNG 이/VCP 었/EP 다/EF ./SF
158,앞/NNG (으)로/JKB ᆫ/JX 절대로/MAG 낚시/NNG 는/JX 안/MAG 하/VV ᆫ다/EF ./SF
159,앞/NNG (으)로/JKB 2/SN 승__12/NNB 남/VV 았/EP 다/EF ./SF
160,순__18/NNG (으)로/JKB 나타나/VV 았/EP 다/EF ./SF
161,다음__01/NNG (으)로/JKB 는/JX 지형__01/NNG 상/XSN 의/JKG 조건__02/NNG 때문/NNB 이/VCP ᆯ/ETM 것/NNB 같/VA 다/EF ./SF
162,간격__02/NNG (으)로/JKB 두/MM 줄__01/NNG 박/VV 아/EC 주/VX 어/EC 고정__06/NNG 시키/XSV ᆫ다/EF ./SF
163,그리하여/MAJ 그/MM 후__08/NNG (으)로/JKB 남/VV 은/ETM 문제__06/NNG 는/JX 오직__01/MAG 성숙/NNG 뿐/JX 이/VCP 다/EF ./SF
164,수행__03/NNG 관계자/NNG 들/XSN 은/JX 순간__03/NNG 적/XSN (으)로/JKB 긴장/NNG 을/JKO 하/VV 았/EP 다/EF ./SF
165,방문__03/NNG 코스/NNG 는/JX 모두/MAG 4/SN 개/NNB (으)로/JKB 나뉘/VV 어/EC 있/VX 다/EF ./SF
166,추석__01/NNG 후__08/NNG (으)로/JKB 는/JX 처음/NNG 만나/VV 는/ETM 이/NNP 선생__01/NNG 이/VCP 었/EP 다/EF ./SF
167,앞/NNG (으)로/JKB 더/MAG 늘어나/VV ᆯ/ETM 전망__03/NNG 이/VCP 다/EF ./SF
168,순간__03/NNG 적/XSN (으)로/JKB 나/NP 는/JX 가슴__01/NNG 이/JKS 콱/MAG 막히/VV 었/EP 습니다/EF ./SF
169,그리고/MAJ 처음/NNG (으)로/JKB 저/MM 하늘/NNG 을/JKO 보__01/VV 는/ETM 듯/NNB 하/XSA 았/EP 다/EF ./SF
170,20/SN (으)로/JKB 앞서/VV ᆫ/ETM 7/SN 회/NNB 말__11/NNB ./SF
171,"/SS 물__01/NNG 이/JKS 좋/VA 지/EC 않/VX 다/EC "/SS 는/ETM 이유__04/NNG 하나/NR 만/JX (으)로/JKB ./SF
172,마지막/NNG (으)로/JKB 한/MM 번/NNB 더/MAG 돌리__04/VV 면/EC 창조__03/NNG 끝/NNG (/SS 1789/SN !/SF
173,호연지기/NNG 를/JKO 가지/VV ᆫ/ETM 사람/NNG 은/JX 구체__02/NNG 적/XSN (으)로/JKB 어떤/MM 사람/NNG 이/VCP ᆯ까요/EF ?/SF
174,다른/MM 쪽__05/NNB 도/JX 같/VA 은/ETM 너비/NNG (으)로/JKB 박음질/NNG 하/XSV ᆫ다/EF ./SF
