Number,Sentence
24,내/NP 악덕/NNG 기업주/NNG (으)로/JKB 소문__02/NNG 나/VV
25,나/NP 건성__01/NNG (으)로/JKB 대답/NNG 수__02/NNB 없/VA
26,죽음__01/NNG 그/NP 예술가/NNG (으)로/JKB 만들/VV
27,고작/MAG 식__04/NNB (으)로/JKB 시작__01/NNG 수__02/NNB 없/VA
28,진리/NNG 파지__01/NNG 행동/NNG 바로/MAG 폭력/NNG (으)로/JKB 나타나/VV
29,아침/NNG 저녁/NNG (으)로/JKB 기온/NNG 사뭇/MAG 내려가/VV
30,방장__09/NNG 혼자__01/NNG 생각__01/NNG (으)로/JKB 쓰__01/VV 얘기/NNG
31,꿈__01/NNG 것/NNB 다/MAG 반대__03/NNG (으)로/JKB 나타나/VV
32,그것/NP 시작__01/NNG (으)로/JKB 누나/NNG 고생/NNG 한__06/NNG 없/VA
33,자신__01/NNG 벌레__01/NNG (으)로/JKB 변하/VV 느낌/NNG
34,스님/NNG 처음/NNG (으)로/JKB 빙긋/MAG 웃/VV
35,여러분/NP 평온__02/NNG 밤__01/NNG 이것/NP (으)로/JKB 끝/NNG 나/VV
36,그러나/MAJ 반대__03/NNG (으)로/JKB 등허리/NNG 오싹오싹/MAG 오한__02/NNG 나/VV
37,이유__04/NNG 퀼트/NNG 노루발__01/NNG 옵션/NNG (으)로/JKB 만들/VV
38,계장__03/NNG 한마디/NNG (으)로/JKB 자르__01/VV 말__01/NNG
39,문화__01/NNG 대개__03/MAG 언어__01/NNG 매개__03/NNG (으)로/JKB 하/VV
40,마디__01/NNG (으)로/JKB 어림__01/NNG 없/VA 수작__05/NNG
41,이/NP 합성/NNG 백색/NNG 덩어리/NNG (으)로/JKB 보이__01/VV
42,냉장고/NNG 텔레비전/NNG 따위/NNB 싸구려/NNG (으)로/JKB 팔/VV
43,경찰__04/NNG 서장__07/NNG 신경질/NNG (으)로/JKB 소리치/VV
44,마지막/NNG (으)로/JKB 사회사업/NNG 있/VV
45,신랑__02/NNG 귀찮/VA 투/NNB (으)로/JKB 말__01/NNG
46,미증유/NNG 일__01/NNG 다반사/NNG (으)로/JKB 일어나/VV
47,한마디/NNG (으)로/JKB 감정__06/NNG 진폭__01/NNG 너무/MAG 크/VA
48,형식__01/NNG 이것/NP 문장__02/NNG (으)로/JKB 되__01/VV
49,아리스토텔레스/NNP 물고기/NNG 새__03/NNG 개구리/NNG 형상__04/NNG (으)로/JKB 바뀌/VV
50,그것/NP 합리주의/NNG 기본/NNG (으)로/JKB 하/VV
51,그것/NP 현찰__01/NNG (으)로/JKB 드리__01/VV
52,이유__04/NNG 아직/MAG 학계/NNG 신비__02/NNG (으)로/JKB 남/VV
53,그/NP 표정__03/NNG (으)로/JKB 미소__05/NNG 짓__01/VV
54,그/NP 마지막/NNG (으)로/JKB 말__01/NNG 남기/VV
55,식사__03/NNG 때__01/NNG 텔레비전/NNG 주로/MAG 화제__07/NNG (으)로/JKB 삼__02/VV 아이__01/NNG
56,반대편/NNG 다리__01/NNG 같/VA 방식__01/NNG (으)로/JKB 운동__02/NNG
57,우리/NP 사회__07/NNG 여성__01/NNG 차별/NNG 가지/NNB 형태/NNG (으)로/JKB 드러나/VV
58,그/NP 품__01/NNG 안기__01/VV 채__09/NNB (으)로/JKB
59,현대인/NNG 생활/NNG 의미/NNG 종교/NNG 예술/NNG (으)로/JKB 바뀌/VV
60,어린애/NNG 과자__02/NNG 주/VV 식__04/NNB (으)로/JKB
61,그리고/MAJ 나/NP 대수__01/NNG 투/NNB (으)로/JKB 덧붙이/VV
62,백만/NR 학도__01/NNG 창환이/NNP 열사__01/NNG (으)로/JKB 떠받들/VV
63,그것/NP 그저/MAG 발버둥/NNG 몸짓/NNG (으)로/JKB 보이__01/VV
64,우리/NP 저마다/MAG 타인__01/NNG (으)로/JKB 살아가/VV 뿐/NNB
65,이것/NP 지금__03/MAG 세계__02/NNG 파멸/NNG (으)로/JKB 몰아가/VV
66,그/NP 얼굴/NNG (으)로/JKB 고개__01/NNG 끄덕이/VV
67,편안__01/NNG 마음__01/NNG (으)로/JKB 자__01/VV
68,뭐/NP 표정__03/NNG (으)로/JKB 걷__02/VV
69,제/NP 대책위/NNG 집행/NNG 위원/NNG (으)로/JKB 있/VV 현대영/NNP
70,사람/NNG 완벽__01/NNG 커플/NNG (으)로/JKB 보이__01/VV
71,것/NNB 엉망/NNG (으)로/JKB 되__01/VV
72,오/NNP 반장__08/NNG 기분__01/NNG (으)로/JKB 돌아서/VV
73,길소개/NNP 개연__08/NNG 어조__05/NNG (으)로/JKB 말__01/NNG 되받/VV
74,예술인/NNG 고__11/NNG 삶/NNG 긍지__02/NNG (으)로/JKB 살아가/VV
75,월/NNB 초__03/NNB 은철이/NNP 학교/NNG 야구부/NNG 응원단장/NNG (으)로/JKB 뽑히/VV
76,슬로/NNG 모션/NNG (으)로/JKB 보이__01/VV
77,시간__04/NNG 그것/NP 재__01/NNG (으)로/JKB 만들/VV
78,불황__01/NNG (으)로/JKB 노동자/NNG 살__01/VV
79,뜬눈/NNG (으)로/JKB 새우__01/VV 머릿속/NNG 몸__01/NNG
80,용액/NNG 속__01/NNG 이온/NNG 농도__02/NNG 변화/NNG 그래프/NNG (으)로/JKB 나타내/VV
81,정반대/NNG (으)로/JKB 돈__01/NNG 없/VA 때문/NNB
82,사건__01/NNG 시행__01/NNG 결과__02/NNG (으)로/JKB 일어나/VV 일__01/NNG
83,나/NP 종이__01/NNG 공예__01/NNG 전문가/NNG (으)로/JKB 널리/MAG 알리/VV
84,혁진/NNP 예리/NNP 다시/MAG 관계__05/NNG (으)로/JKB 돌아가/VV
85,젊은이/NNG 어안__01/NNG 낯빛/NNG (으)로/JKB 그/NP 올려다보/VV
86,마음__01/NNG (으)로/JKB 도장__17/NNG 찍__02/VV
87,상주/NNP 긴장/NNG 얼굴/NNG (으)로/JKB 고개__01/NNG 끄덕이/VV
88,자웅/NNG 이체__03/NNG (으)로/JKB 보통/MAG 알/NNG 낳/VV 번식/NNG
89,영향력/NNG 것/NNB (으)로/JKB 받아들이/VV
90,최경주/NNP 년__02/NNB 출전__02/NNG 덤__01/NNG (으)로/JKB 얻/VV
91,이어/MAG 간경변증/NNG (으)로/JKB 발전__01/NNG 되__01/VV 것/NNB
92,올해/NNG 또/MAJ 말__01/NNG 우리/NP 입버릇/NNG (으)로/JKB 되__01/VV
93,통풍기/NNG 자동__01/NNG 통풍기/NNG 기계__07/NNG 통풍기/NNG (으)로/JKB 나뉘/VV
94,공짜/NNG (으)로/JKB 싫/VA
95,반대__03/NNG (으)로/JKB 벼랑/NNG 몰리__01/VV
96,허탈/NNG 가슴__01/NNG (으)로/JKB 동생__01/NNG 찾아가/VV
97,백과사전/NNG 대신__03/NNG 고물__06/NNG 장수__01/NNG (으)로/JKB 나서/VV
98,그래서/MAJ 지금__03/NNG 세대__02/NNG 비관__05/NNG (으)로/JKB 보__01/VV
99,홍대/NNP 앞/NNG 곳__01/NNG 있/VV 정도__11/NNG (으)로/JKB
100,모던/NNG 감각__02/NNG (으)로/JKB 완전히/MAG 바뀌/VV
101,새댁/NNG 굳/VA 얼굴/NNG (으)로/JKB 말__01/NNG
102,서연이/NNP 마지막/NNG (으)로/JKB 말__01/NNG 하/VV
103,수혜/NNP 씨/NNB 생일__02/NNG 진심__01/NNG (으)로/JKB 축하/NNG 드리__01/VV
104,효철/NNP 뜻밖/NNG 표정__03/NNG (으)로/JKB 수혜/NNP 올려다보/VV
105,나/NP 거의/MAG 애원조__02/NNG (으)로/JKB 빌붙/VV
106,배우__01/VV 일__01/NNG 각오__01/NNG (으)로/JKB 일__01/NNG
107,건물__03/NNG 특수__02/NNG 종이__01/NNG (으)로/JKB 되__01/VV
108,로마인/NNG 조약__01/NNG 신성__04/NNG 것/NNB (으)로/JKB 여기/VV
109,백/NNP 씨/NNB 영국/NNP 스완지/NNP 페스티벌/NNG 예__08/NNG (으)로/JKB 들__04/VV
110,그리고/MAJ 다시/MAG 버스__02/NNG (으)로/JKB 갈아타/VV
111,벌서/MAG 계절__01/NNG 여름철/NNG (으)로/JKB 접어들/VV
112,저/NP 이번__01/NNG 상봉__03/NNG (으)로/JKB 하나/NR 사실__04/NNG 깨닫/VV
113,그/NP 마지막/NNG (으)로/JKB 질문/NNG 하/VV
114,투구풍뎅이/NNG 농가__02/NNG 부업__02/NNG (으)로/JKB 양식__05/NNG 경우__03/NNG 많/VA
115,그러나/MAJ 당시__02/NNG 예측/NNG 상당__04/NNG 부분__01/NNG 현실__02/NNG (으)로/JKB 나타나/VV
116,효철/NNP 건들거리/VV 자조__03/NNG (으)로/JKB 말__01/NNG
117,그/NP 세__13/NNB 무렵/NNB 성균관/NNP 유생__05/NNG (으)로/JKB 있/VV
118,마지막/NNG (으)로/JKB 부탁/NNG 하나/NR 듣__01/VV
119,자원__04/NNG 소득/NNG (으)로/JKB 보__01/VV 것/NNB 이것/NP
120,그리고/MAJ 나/NP 장난/NNG (으)로/JKB 시골/NNG 내려오/VV 거/NNB
121,예__08/NNG 자체__02/NNG 것/NNB (으)로/JKB 바꾸/VV
122,이번__01/NNG 무대__06/NNG 막__05/NNG 올리__01/VV 상태__01/NNG (으)로/JKB
123,권리/NNG (으)로/JKB 알/VV
124,정말/MAG 역사__04/NNG (으)로/JKB 숨__01/NNG 막히/VV 순간__03/NNG
125,때문/NNB 평생/NNG 독신__01/NNG (으)로/JKB 살__01/VV
126,그녀/NP 표정__03/NNG (으)로/JKB 존/NNP 던지/VV 한마디/NNG
127,대표/NNG 학자__01/NNG (으)로/JKB 프로이트/NNP 골드버그/NNP 있/VV
128,그/NP 극히/MAG 사무__05/NNG (으)로/JKB 지시__02/NNG 내리/VV
129,나/NP 자__14/NNG 이름/NNG (으)로/JKB 선돌/NNP 하/VV
130,문화__01/NNG 캠프/NNG (으)로/JKB 족하/VA
131,그/NP 주인공/NNG 죽이__01/VV (으)로/JKB 결심__01/NNG
132,이야기/NNG 결국/NNG 종교/NNG 자각__03/NNG 문제__06/NNG (으)로/JKB 되돌아오/VV
133,악명/NNG 높/VA 마녀/NNG 표정__03/NNG (으)로/JKB
134,촌팔분/NNG 필요/NNG (으)로/JKB 하/VV
135,그리고/MAJ 다음__01/NNG 안/MAG 울__01/VV (으)로/JKB 다짐/NNG
136,그러나/MAJ 결국/NNG 구닥다리/NNG 엄마/NNG (으)로/JKB 밀리__01/VV 일쑤/NNG
137,다시/MAG 논의__02/NNG 잘/MAG 되__01/VV 것/NNB (으)로/JKB 생각__01/NNG
138,역시/MAG 같/VA 맥락/NNG (으)로/JKB 우려/NNG 노릇/NNG
139,결국/NNG 사표__07/NNG 쓰__01/VV (으)로/JKB 결심__01/NNG
140,아줌마/NNG 같/VA 훈계조/NNG (으)로/JKB 말__01/NNG
141,그/NP 아주/MAG 단도직입/NNG (으)로/JKB 묻__03/VV
142,이제/MAG 마지막/NNG (으)로/JKB 남/VV 곳__01/NNG 북한/NNP
143,휴일/NNG 시간__04/NNG 집중__02/NNG (으)로/JKB 하/VV
144,시대__02/NNG 순교자/NNG 필요/NNG (으)로/JKB 하/VV
145,그러나/MAJ 논리/NNG (으)로/JKB 옳/VA
146,보통/MAG 우승자/NNG 무명베/NNG 필__02/NNB 상품__04/NNG (으)로/JKB 받__01/VV
147,하/VV 약간/MAG 역설__02/NNG 어투/NNG (으)로/JKB 말__01/NNG
148,그것/NP 세상__01/NNG 탓/NNG (으)로/JKB 돌리__04/VV 것/NNB
149,승주읍/NNP 북쪽/NNG 월등면/NNP 매화나무/NNG 많/VA (으)로/JKB 유명__01/NNG
150,그녀/NP 미륵산/NNP 남편__01/NNG (으)로/JKB 대하__02/VV 것/NNB
151,식__04/NNG (으)로/JKB 소망__03/NNG 이루어지/VV
152,필요/NNG 때__01/NNG 임시__02/NNG (으)로/JKB 생기/VV 시장__04/NNG
153,신석주/NNP 한동안/NNG 우두망찰/MAG (으)로/JKB 청지기/NNG 놈/NNB 뜯어보/VV
154,천안/NNP 제/NP 운전석/NNG 앉/VV (으)로/JKB
155,청맹과니/NNG (으)로/JKB 집식구/NNG 다르/VA 행동/NNG
156,그/NP 염려/NNG 표정__03/NNG (으)로/JKB 묻__03/VV
157,약간/MAG 빈정거리/VV 어투/NNG (으)로/JKB 말__01/NNG
158,년__02/NNB 에어아메리카/NNP (으)로/JKB 이름/NNG 바꾸/VV
159,그런데/MAJ 비서관/NNG 단번에/MAG 자리__01/NNG (으)로/JKB 올라서/VV 것/NNB
160,떡국/NNG 칼국수/NNG 찌개__01/NNG 살짝/MAG 고명__01/NNG (으)로/JKB 올려놓/VV
161,학급/NNG 문고__01/NNG 효과__01/NNG (으)로/JKB 운영__03/NNG 힘들/VA
162,배우__01/NNG 지망__02/NNG 쯤__x02/NNG (으)로/JKB 여기/VV 눈치/NNG
163,마지막/NNG (으)로/JKB 하/VV 말__01/NNG
164,여전히/MAG 탐색__02/NNG 눈빛__01/NNG (으)로/JKB 신/NNP 여사__04/NNG 되묻__03/VV
165,부시/NNP 극__05/NNG 효과__01/NNG 필요/NNG (으)로/JKB 하/VV
166,한자__02/NNG (으)로/JKB 되__01/VV 용어__02/NNG 그대로/MAG 노출/NNG 점__10/NNG
167,다시/MAG 실험/NNG 조사__30/NNG 얘기/NNG (으)로/JKB 되돌아가/VV
168,학생/NNG 노릇/NNG 학부__03/NNG (으)로/JKB 끝나/VV
169,그러나/MAJ 진공__02/NNG 상태__01/NNG (으)로/JKB 포장__01/NNG 사랑__01/NNG 없/VA
170,마디__01/NNG (으)로/JKB 하/VV 정신병자/NNG 것/NNB
171,복수__04/NNG 일본어/NNP (으)로/JKB 가따끼우찌/NNG 하/VV
172,마지막/NNG (으)로/JKB 기죽/VV
173,관세음/NNP 보살__02/NNG 불교/NNG 대자대비/NNG 상징/NNG (으)로/JKB 받들/VV 보살__02/NNG
174,일곱/NR 시간__04/NNG 내리/MAG 입석__02/NNG (으)로/JKB 가/VV
175,개__03/NNG 천상/MAG 씨받이/NNG (으)로/JKB 쓰이__03/VV 뿐/NNB
176,댓가/NNG (으)로/JKB 돈__01/NNG 요구__03/NNG 병사__02/NNG 있/VV
177,조금쯤/NNG 슬퍼하/VV 표정__03/NNG (으)로/JKB
178,마지막/NNG (으)로/JKB 말씀/NNG 더/MAG 드리__01/VV
179,다시/MAG 사람/NNG 얘기/NNG (으)로/JKB 돌아가/VV
180,마치/MAG 포장__01/NNG 하/VV 어둠/NNG (으)로/JKB 말__01/NNG
181,우산__01/NNG 생산/NNG 보__01/VV (으)로/JKB 생각__01/NNG
182,지리__03/NNG 여행__02/NNG (으)로/JKB 알맞/VA 곳__01/NNG
183,위험/NNG 사회__07/NNG 참여/NNG (으)로/JKB 탈출__02/NNG 수__02/NNB 있/VV
184,조카/NNG 혼잣말/NNG (으)로/JKB 중얼거리/VV
185,언제나/MAG 저/NP 신중__04/NNG 사람/NNG (으)로/JKB 믿/VV
186,그때/NNG 나/NP 영옥이/NNP (으)로/JKB 통하/VV
187,정/NNP 사장__15/NNG 공인__05/NNG 회계사__01/NNG 출신/NNG (으)로/JKB 재무/NNG 관리__04/NNG 밝/VA
188,숨__01/NNG 막히/VV 정도__11/NNG (으)로/JKB 키스/NNG
189,아이__01/NNG 체__07/NNG 약__07/NNG (으)로/JKB 소금__01/NNG 먹이/VV 사람/NNG
190,편법__01/NNG (으)로/JKB 양쪽/NNG 혜택/NNG 누리/VV 것/NNB
191,단어/NNG 선택/NNG 효과__01/NNG (으)로/JKB 되__01/VV
192,거의/MAG 매일/MAG 공짜/NNG (으)로/JKB 춤__01/NNG 추__02/VV
193,마지막/NNG (으)로/JKB 통신__01/NNG 프로그램/NNG 있/VV
194,못/MAG 생기/VV 박진영/NNP (으)로/JKB 더/MAG
195,춘기/NNP 얼굴/NNG (으)로/JKB 성호/NNP 쏘아보/VV
196,대충/MAG 얘기/NNG 정도__11/NNG (으)로/JKB 매듭짓/VV
197,아래__01/NNG 주석__07/NNG 방법/NNG 소개__02/NNG (으)로/JKB 하/VV
198,부동자세/NNG (으)로/JKB 세우__01/VV
199,진짜/NNG (으)로/JKB 용천뱅이/NNG 되__01/VV 말__01/NNG
200,비밀/NNG 선거__04/NNG 선거__04/NNG 무기명/NNG 투표__01/NNG (으)로/JKB 하/VV 선거__04/NNG
201,그/NP 꽤/MAG 한참/NNG 동안__01/NNG 일__01/NNG (으)로/JKB 시간__04/NNG 보내/VV
202,나/NP 신경질/NNG (으)로/JKB 전원__07/NNG 끄__01/VV
203,년__02/NNB 입단__02/NNG 동기__04/NNG (으)로/JKB 원정__13/NNG 때__01/NNG 방__07/NNG 쓰__03/VV 룸메이트/NNG
204,년__02/NNB 시인__10/NNG 김춘수/NNP 이수익/NNP 추천__03/NNG (으)로/JKB 현대시학/NNP 통하/VV 등단/NNG
205,세계__02/NNG 제자리/NNG (으)로/JKB 돌아가/VV
206,약간/MAG 빈정거리/VV 어투/NNG (으)로/JKB 말__01/NNG
207,서부__01/NNG 아시아/NNP 원산지/NNG (으)로/JKB 거의/MAG 세계__02/NNG 가꾸/VV
208,음악__01/NNG 프로그램/NNG 예__08/NNG (으)로/JKB 들__04/VV
209,나/NP 환장/NNG 심정__01/NNG (으)로/JKB 가슴__01/NNG 치__02/VV
210,빅터/NNP 조리/NNP 콴트릴/NNP (으)로/JKB 나오/VV
211,다시/MAG 학년/NNG 과목__02/NNG (으)로/JKB 들어가__01/VV
212,다소/MAG 미안__01/NNG 표정__03/NNG (으)로/JKB 아줌마/NNG 호들갑/NNG 떨__01/VV
213,회__13/NNG (으)로/JKB 먹__02/VV 튀김__01/NNG 구이__01/NNG 제격/NNG
214,잔돈__01/NNG (으)로/JKB 바꾸/VV
215,열매__01/NNG 타원/NNG (으)로/JKB 월/NNB 익/VV
216,한마디/NNG (으)로/JKB 일고__02/NNG 가치__06/NNG 없/VA 것/NNB
217,나/NP 건성__01/NNG (으)로/JKB 말__01/NNG 건네/VV
218,학교/NNG 아이__01/NNG 장난/NNG (으)로/JKB 카드/NNG 보내/VV
219,김치/NNG 장항아리/NNG 술독__01/NNG (으)로/JKB 사용__04/NNG 수__02/NNB 없/VA
220,그러나/MAJ 끝/NNG (으)로/JKB 기억/NNG 바라/VV
221,시련__02/NNG 영광__01/NNG (으)로/JKB 맞__02/VV
222,냉동/NNG 인간__01/NNG (으)로/JKB 화석__01/NNG 되__01/VV 것/NNB
223,그/NP 식__04/NNB (으)로/JKB 거침없이/MAG 얘기/NNG 풀/VV
224,방식__01/NNG (으)로/JKB 설명/NNG 뒤따르/VV 경우__03/NNG
225,의아/NNG 얼굴/NNG (으)로/JKB 효철/NNP 묻__03/VV
226,탁구/NNG 취미__04/NNG (으)로/JKB 아마추어__01/NNG 수준/NNG 넘__01/VV
227,몸체/NNG 부분__01/NNG 세로__01/NNG (으)로/JKB 세우__01/VV 원통__03/NNG 모양__02/NNG
228,오늘/NNG 처음/NNG (으)로/JKB 토마토/NNG 실컷/MAG 먹__02/VV
229,성호/NNP 김빠지/VV 식__04/NNB (으)로/JKB 말__01/NNG
230,특성__01/NNG 무한/NNG 창조력/NNG (으)로/JKB 나타나/VV
231,채란/NNP 망설이/VV 어조__05/NNG (으)로/JKB 제의__04/NNG
232,샐러드/NNG 재료__01/NNG (으)로/JKB 웨스턴/NNP 오믈렛/NNG 만들/VV 시작__01/NNG
233,전통__06/NNG (으)로/JKB 널리/MAG 쓰이__03/VV 방법/NNG
234,잠시/MAG 후__08/NNG 약간/MAG 빈정거리/VV 어투/NNG (으)로/JKB 말__01/NNG
235,고마움/NNG 대한/NNP 정표__01/NNG (으)로/JKB 대상자__03/NNG 주/VV 패__02/NNG
236,그나마/MAG 중학교/NNG 고학__02/NNG (으)로/JKB 다니/VV
237,둘/NR 다/MAG 웃음/NNG 전제__08/NNG (으)로/JKB 하/VV 말__01/NNG
238,이것/NP 비판__01/NNG (으)로/JKB 넘어서/VV 것/NNB
239,벼락부자/NNG (으)로/JKB 오해__02/NNG 받__01/VV 때문/NNB
240,타이밍/NNG 아웃__02/NNG (으)로/JKB 보이__01/VV
241,다시/MAG 논의__02/NNG 잘/MAG 것/NNB (으)로/JKB 믿/VV
242,군대__03/NNG 생활/NNG 통신병/NNG (으)로/JKB 하/VV
243,유지/NNP 말__01/NNG 논리/NNG (으)로/JKB 옳/VA
244,프로그램/NNG 내용__02/NNG 전적__03/NNG (으)로/JKB 에쵸티/NNP 위하__01/VV 것/NNB
245,심심풀이/NNG (으)로/JKB 번/NNB 보__01/VV
246,이쯤/NNG 민요__02/NNG (으)로/JKB 얘기/NNG 돌리__04/VV
247,고전주의자/NNG 그림__01/NNG 식__04/NNB (으)로/JKB 그리__02/VV
248,가르시아/NNP 얼굴/NNG (으)로/JKB 잠시/MAG 하늘/NNG 쳐다보/VV
249,사라/NNP 마음__01/NNG 불만/NNG (으)로/JKB 가득/MAG 차__01/VV
250,나/NP 이제/MAG 이곳/NP 자딘/NNP (으)로/JKB 영원히/MAG 돌아오/VV
251,무렵/NNB 처음/NNG (으)로/JKB 몽정/NNG 하/VV
252,그러나/MAJ 한편/NNG (으)로/JKB 다행/NNG 생각__01/NNG 들__01/VV
253,민주주의/NNG (으)로/JKB 것/NNB 해결__02/NNG 수__02/NNB 없/VA
254,말__01/NNG (으)로/JKB 되__01/VV
255,또/MAG 입력/NNG 장치__07/NNG (으)로/JKB 마우스__02/NNG 스캐너/NNG 등__05/NNB 있/VV
256,그것/NP 아주/MAG 멋/NNG 있/VA 낭만/NNG (으)로/JKB
257,나/NP 건성__01/NNG (으)로/JKB 밀감/NNG 속__01/NNG 씹/VV
258,펜싱/NNG 경기__11/NNG 용어__02/NNG 모두/MAG 프랑스어/NNP (으)로/JKB 쓰이__03/VV
259,쇠고기/NNG 후라이판/NNG (으)로/JKB 밥상/NNG 가운데/NNG 놓이/VV
260,한마디/NNG (으)로/JKB 자신__01/NNG 격__01/NNG 낮추/VV 것/NNB
261,서양/NNG 눈__01/NNG 동양__03/NNG 언제/MAG 무엇/NP (으)로/JKB 보이__01/VV
262,그녀/NP 마지막/NNG (으)로/JKB 식탁/NNG 들여놓/VV
263,그것/NP 통합/NNG 당__14/NNG (으)로/JKB 나타나/VV
264,선비/NNP 어머니/NNG 의아/NNG 눈__01/NNG (으)로/JKB 남편__01/NNG 바라보/VV
265,그/NP 처음/NNG (으)로/JKB 우리/NP 이야기/NNG 듣__01/VV
266,작품__01/NNG (으)로/JKB 노점/NNP 화장/NNP 등/NNB 있/VV
267,흙/NNG (으)로/JKB 돌아가/VV
268,꿈__01/NNG 비약__03/NNG (으)로/JKB 전개__02/NNG 가/VV
269,이호재/NNP 그냥/MAG 이유__04/NNG (으)로/JKB 무대__06/NNG 지키__01/VV
270,석고__02/NNG 색__03/NNG (으)로/JKB 우중충/MAG 흐리/VV
271,우리/NP 현실__02/NNG 무지__05/NNG 편견/NNG (으)로/JKB 가득/MAG 차__01/VV
272,그리고/MAJ 과일__01/NNG 양념/NNG (으)로/JKB 먹__02/VV 정도__11/NNG
273,그녀/NP 완전/NNG 발음__01/NNG (으)로/JKB 나지막이/MAG 중얼거리/VV
274,적어도/MAG 나/NP 느낌/NNG (으)로/JKB 그렇/VA
275,그/NP 처음/NNG (으)로/JKB 입/NNG 열__02/VV
276,유기농법/NNG (으)로/JKB 같이/MAG 살__01/VV
277,어른/NNG 사람/NNG 열십자/NNG (으)로/JKB 생각__01/NNG 하/VV
278,뭐/NP 대답/NNG 모르/VV 표정__03/NNG (으)로/JKB
279,우리/NP 간첩/NNG (으)로/JKB 여기/NP 오/VV
280,네덜란드/NNP 합병__02/NNG 프랑스/NNP 영토__03/NNG (으)로/JKB 삼__02/VV
281,우리나라/NNG 방방곡곡/NNG 지천__05/NNG (으)로/JKB 깔리__01/VV 꽃__01/NNG
282,상승__01/NNG 것/NNB (으)로/JKB 추정__02/NNG 바__03/NNB 있/VV
283,관현악/NNG 실내악__02/NNG 등__05/NNB 주로/MAG 합주__01/NNG (으)로/JKB 쓰이__03/VV
284,왕/NNP 형사__02/NNG 자세__02/NNG (으)로/JKB 담배/NNG 피우__01/VV
285,투쟁/NNG 종종__04/MAG 폭동/NNG (으)로/JKB 터지/VV
286,아마/MAG 쌍__02/NNG (으)로/JKB 팔리/VV 거/NNB
287,옛날/NNG 꽃__01/NNG 말리__03/VV 약__07/NNG (으)로/JKB 사용__04/NNG
288,기자__05/NNG 농조__01/NNG (으)로/JKB 빈정대/VV
289,둘째/NR 사람/NNG 어조__05/NNG (으)로/JKB 이렇/VA 말__01/NNG
290,증산/NNP 배꼽/NNG 예__08/NNG (으)로/JKB 들__04/VV
291,포도__06/NNG 주스/NNG 포도__06/NNG (으)로/JKB 만들/VV 주스/NNG
292,저항/NNG 결국/MAG 대안__03/NNG (으)로/JKB 자리__01/NNG 잡__01/VV
293,재료__01/NNG 역시/MAG 포/NNG (으)로/JKB 하/VV
294,얼굴/NNG (으)로/JKB 수혜/NNP 애원__02/NNG 하/VV
295,잼버리/NNG 수련장/NNG 시설__03/NNG (으)로/JKB 가장__01/MAG 눈__01/NNG 뜨이__02/VV 것/NNB 모험장/NNG
296,그/NP 함께/MAG 경제__04/NNG 경보__08/NNG 무월/NNG 경보__08/NNG (으)로/JKB 바뀌/VV
297,아예/MAG 반대__03/NNG (으)로/JKB 해석__04/NNG 틀리__01/VV
298,비밀/NNG (으)로/JKB 하/VV 소리__01/NNG
299,나/NP 그/NP 기대__03/NNG 한마디/NNG (으)로/JKB 저버리/VV
300,황갈색/NNG 반__07/NNG 투명__02/NNG 물질__02/NNG (으)로/JKB 탄성/NNG 약하/VA
