Number,Sentence
35,그래서/MAJ 진상__03/NNG 조사단/NNG 구성__07/NNG 인원/NNG 명/NNB (으)로/JKB 엮/VV
36,어린이/NNG 마음__01/NNG 속성__05/NNG 저/NP 가지/NNB (으)로/JKB 보__01/VV
37,중__04/NNB 추석__01/NNG 첫째/NR 손가락/NNG (으)로/JKB 꼽히__01/VV
38,경기__11/NNG 수__26/NNG (으)로/JKB 꼭__03/MAG 경기__11/NNG 만__01/NNB 터지/VV
39,수술__05/NNG 예상__02/NNG 이상__05/NNG 단시간/NNG (으)로/JKB 끝나/VV
40,네째/NR (으)로/JKB 인물/NNG 둘러싸/VV 사회__07/NNG 심리__01/NNG
41,앞/NNG (으)로/JKB 고기__01/NNG 먹__02/VV 얘기/NNG
42,도매가/NNG (으)로/JKB 판매/NNG 시중__03/NNG 정도__11/NNG 싸__05/VA
43,오늘/NNG 중__04/NNB (으)로/JKB 대둔산/NNP 지구__03/NNG 가/VV
44,불탄절/NNG 석가모니/NNP 탄생/NNG 날__01/NNG 경축일/NNG (으)로/JKB 일컫/VV 말__01/NNG
45,차라리/MAG 문과__01/NNG (으)로/JKB 가/VV
46,경제__04/NNG 정치__03/NNG 근본/NNG (으)로/JKB 다르/VA 분야/NNG
47,그리고/MAJ 그날/NNG (으)로/JKB 계약/NNG 하/VV
48,일상__04/NNG (으)로/JKB 살__01/VV 훈련/NNG 말__01/NNG
49,편__09/NNB (으)로/JKB 이어지/VV
50,등장인물/NNG 크/VA 유형__07/NNG (으)로/JKB 분류__03/NNG
51,다섯/NR 놈/NNB 차례__01/NNG (으)로/JKB 차례__01/NNG 몽둥이/NNG 놀리__03/VV
52,원칙/NNG (으)로/JKB 면회__02/NNG 안/MAG 되__01/VV
53,연령__01/NNG (으)로/JKB 보/VV 대__06/NNB
54,생산액/NNG (으)로/JKB 따지__01/VV 제조업/NNG 중__04/NNB 퍼센트/NNG
55,때__01/NNG 세계__02/NNG 역사__04/NNG 저녁/NNG 무렵/NNB (으)로/JKB 접어들/VV
56,종__09/NNG (으)로/JKB 나뉘/VV
57,그래서/MAJ 약수터/NNG 주변__04/NNG 새__03/NNG 상대__04/NNG (으)로/JKB 드물/VA
58,년__02/NNB (으)로/JKB 늘어나/VV
59,기준/NNG 만__01/NNB 하락세/NNG (으)로/JKB 돌아서/VV
60,바람__01/NNG 일반__02/NNG (으)로/JKB 여름철/NNG 겨울철/NNG 많이/MAG 불__01/VV
61,차지__01/NNG 대__06/NNB 인구__01/NNG 다음__01/NNG (으)로/JKB 많/VA
62,그날/NNG (으)로/JKB 이웃집/NNG 여자__02/NNG 공장__02/NNG 동료/NNG 갖/VV
63,책__01/NNG 부/NNB (으)로/JKB 이루__01/VV
64,실지로/MAG 날개/NNP 방__07/NNG 둘/NR (으)로/JKB 나뉘/VV
65,마리/NNB 용도__02/NNG (으)로/JKB 따로/MAG 썰__01/VV 각각/MAG 보관__01/NNG
66,일기__12/NNG 방법/NNG (으)로/JKB 쓰/VV
67,일반__02/NNG (으)로/JKB 물리학자/NNG 의미/NNG 다루__01/VV
68,옹기__02/NNG 질그릇/NNG 오지그릇/NNG 둘/NR (으)로/JKB 나누/VV
69,보통/NNG 은행__02/NNG 특수__02/NNG 은행__02/NNG (으)로/JKB 나누/VV
70,첫째/NR (으)로/JKB 위하__01/VV
71,과연__01/MAG 최진실/NNP 시대__02/NNG 뒤__01/NNG (으)로/JKB 밀리__02/VV 것/NNB
72,순__88/NNG (으)로/JKB 보이__02/VV
73,아무튼/MAG 앞/NNG (으)로/JKB 같이/MAG 고민/NNG 풀/VV
74,그것/NP 번/NNB (으)로/JKB 묻__03/VV
75,단계__03/NNG (으)로/JKB 넘어가__01/VV
76,사람/NNG 가지/NNB (으)로/JKB 성장__01/NNG 수__02/NNB 있/VV
77,세로__01/NNG (으)로/JKB 정하/VV
78,만/NR 원__01/NNB (으)로/JKB 하/VV
79,주일/NNB 뒤__01/NNG (으)로/JKB 하/VV
80,다음__01/NNG (으)로/JKB 종려/NNG 있/VV
81,생식/NNG 무성__02/NNG 생식/NNG 유성__01/NNG 생식/NNG (으)로/JKB 나뉘/VV
82,다리__01/NNG 길이/NNG (으)로/JKB 썰__01/VV
83,배__09/NNG (으)로/JKB 뛰__01/VV 하이__88/NNG 점핑/NNG
84,나훈아/NNP 닮/VV 사람/NNG 무려/MAG 명/NNB (으)로/JKB 선호도/NNG 최고__02/NNG
85,양치/NNG 컵/NNG 잔__03/NNG (으)로/JKB 헹구/VV
86,닭/NNG 그래도/MAJ 새벽/NNG 낮/NNG (으)로/JKB 울__01/VV
87,명제/NNG 대하__02/VV 가지/NNB (으)로/JKB 논증__02/NNG
88,대__11/NNB (으)로/JKB 샌/NNP 안토니오/NNP 꺾/VV 위/NNB 확정__02/NNG
89,뒤__01/NNG (으)로/JKB 소녀__02/NNG 모습__01/NNG 보이__01/VV
90,보__01/VV 앞/NNG (으)로/JKB 둘/NR 같이/MAG 자취__03/NNG
91,년대/NNB 형성기/NNG 그리고/MAJ 년대/NNB 방황기/NNG (으)로/JKB 나뉘/VV
92,대__11/NNB (으)로/JKB 이기__01/VV
93,지금__03/NNG 국기__07/NNG 다시/MAG 개/NNB (으)로/JKB 돌아오/VV
94,밑__01/NNG (으)로/JKB 국어/NNG 자그마치/MAG 넷/NR 되__01/VV 스위스/NNP
95,참여/NNG 연대__02/NNG 지식인/NNG 그룹__01/NNG 세대__02/NNG (으)로/JKB 나뉘/VV
96,삼성/NNP 기아/NNP 일찌감치/MAG 시즌/NNG 강__88/NNG (으)로/JKB 꼽히__01/VV
97,잠시/MAG 시절__01/NNG (으)로/JKB 되돌아가/VV 것/NNB
98,이제/MAG 입시__04/NNG 달__05/NNG 앞/NNG (으)로/JKB 다가오/VV
99,그러나/MAJ 앞/NNG (으)로/JKB 좀/MAG 더/MAG 검토/NNG 것/NNB 같/VA
100,모두/MAG 배미__01/NNG (으)로/JKB 되__01/VV 논__01/NNG
101,올해/NNG (으)로/JKB 마흔일곱/NR 엄마/NNG 아직/MAG 예쁘/VA
102,일차__01/NNG (으)로/JKB 수색__06/NNG 하/VV 거/NNB
103,앞/NNG (으)로/JKB 녀석/NNB 놀/VV
104,정신__12/NNG (으)로/JKB 자유__03/NNG 필요/NNG 있/VV
105,개월/NNB 말__11/NNB 수정란/NNG 정도__11/NNG (으)로/JKB 커지/VV
106,일반__02/NNG (으)로/JKB 핀셋/NNG 하/VV
107,그것/NP 전적__03/NNG (으)로/JKB 나/NP 있/VV
108,병석이/NNP 번/NNB (으)로/JKB 정학__04/NNG 맞__02/VV 것/NNB
109,시__13/NNG 낭송/NNG 운동__02/NNG 전국__03/NNG (으)로/JKB 자꾸/MAG 번지__01/VV
110,후__08/NNG (으)로/JKB 그녀/NP 소문__02/NNG 간간히__88/MAG 듣__01/VV
111,마지막/NNG (으)로/JKB 방__07/NNG 도배__08/NNG 하/VV
112,점__10/NNG 번/NNB 근원/NNG (으)로/JKB 돌아보/VV 이것/NP
113,그러나/MAJ 둘/NR 근본/NNG (으)로/JKB 성격__02/NNG 다르/VA
114,그러나/MAJ 환영__01/NNG 순간__03/NNG (으)로/JKB 사라지/VV
115,남자__02/NNG 축구__04/NNG 이탈리아/NNP 대__11/NNB (으)로/JKB 지__03/VV 탈락/NNG
116,쿠웨이트/NNP 인도/NNP (으)로/JKB 비기__01/VV
117,한마디/NNG (으)로/JKB 뾰족/MAG 수__02/NNB 없/VA 셈/NNB
118,나/NP 어린이/NNG 선생__01/NNG 정기__07/NNG (으)로/JKB 만나/VV
119,쿼터/NNG 후반__01/NNG 오히려/MAG (으)로/JKB 뒤지__01/VV
120,시대__02/NNG 미학/NNG 갈래/NNG (으)로/JKB 나뉘/VV 발전__01/NNG
121,몸판/NNG 앞/NNG 뒤__01/NNG (으)로/JKB 나누/VV
122,둘째/NR (으)로/JKB 지역__03/NNG 특성__01/NNG 들__04/VV
123,앞/NNG (으)로/JKB 골__14/NNG 욕심/NNG 내__02/VV
124,울산/NNP 골__14/NNG 차__08/NNG 이상__05/NNG (으)로/JKB 이기__01/VV 우승__05/NNG
125,다음__01/NNG (으)로/JKB 그/NP 향하/VV 곳__01/NNG 군청__01/NNG 소재지/NNG
126,중__04/NNB 권/NNB (으)로/JKB 나뉘/VV
127,석기/NNP 허벅지/NNG 상상__07/NNG 것/NNB 이상__05/NNG (으)로/JKB 진무르/VV
128,도대체/MAG 절대__05/NNG (으)로/JKB 단순__02/NNG 것/NNB 없/VA
129,그러나/MAJ 불행/NNG 번/NNB (으)로/JKB 끝나/VV
130,현재__02/NNG 각각/MAG 통__16/NNG 통__16/NNG (으)로/JKB 되__01/VV
131,음절/NNG (으)로/JKB 되__01/VV 한자어/NNG 중__04/NNB 가지/NNB 경우__03/NNG
132,언론/NNG 흔히/MAG 부__15/NNG (으)로/JKB 일컫/VV
133,갑자기/MAG 제임스/NNP 박/NNP 허리__01/NNG 구십/NR 도/NNB (으)로/JKB 굽히/VV
134,장관__03/NNG 명/NNB 차관__01/NNG 명/NNB (으)로/JKB 되__01/VV
135,중세__02/NNG 후기__03/NNG (으)로/JKB 전환__03/NNG 창조__03/NNG 돋보이/VV
136,천/NR 원__01/NNB (으)로/JKB 사람/NNG 행복__02/NNG 챙기/VV
137,일반__02/NNG (으)로/JKB 학생/NNG 공부__01/NNG 좋아하/VV
138,(으)로/JKB 올라가/VV
139,이제/MAG 내일/NNG (으)로/JKB 전야제/NNG 다가오/VV
140,전적__03/NNG (으)로/JKB 맞__01/VV 말__01/NNG
141,년__02/NNB 시작__01/NNG (으)로/JKB 하/VV
142,글/NNG 전부/MAG 여섯/NR 부분__01/NNG (으)로/JKB 이루__01/VV
143,흔히/MAG 송도/NNP 삼절/NNG 하나/NR (으)로/JKB 손꼽히/VV
144,오이__01/NNG 길이/NNG (으)로/JKB 토막__01/NNG 썰__01/VV
145,둘째/NR (으)로/JKB 등장__01/NNG 인물/NNG 생활상/NNG 배경__01/NNG 되__01/VV
146,내년/NNG 초__03/NNB (으)로/JKB 공익__01/NNG 채권__01/NNG 만기__05/NNG 돌아오/VV
147,뒤__01/NNG (으)로/JKB 번/NNB 못/MAG 만나/VV
148,저/NP 문제__06/NNG 가지/NNB (으)로/JKB 나누/VV
149,이즈음/NNG 여행객/NNG 갈래/NNG 길__01/NNG (으)로/JKB 갈라지__01/VV
150,자기/NP 시간__04/NNG 순서/NNG (으)로/JKB 적__01/VV
151,나/NP 걷__02/VV 보폭/NNG (으)로/JKB 계속__04/NNG
152,일/NNB (으)로/JKB 잘못/MAG 듣__01/VV 것/NNB
153,앞/NNG (으)로/JKB 킬로/NNG 남/VV
154,확산/NNG 기본/NNG (으)로/JKB 똑같/VA 말__01/NNG
155,개/NNB 낱개/NNG (으)로/JKB 팔/VV 가게/NNG
156,가지/NNB (으)로/JKB 생각__01/NNG 되__01/VV
157,내/NP 생애/NNG 최초/NNG (으)로/JKB 벌__02/VV 돈__01/NNG
158,앞/NNG (으)로/JKB 절대로/MAG 낚시/NNG 안/MAG 하/VV
159,앞/NNG (으)로/JKB 승__12/NNB 남/VV
160,순__18/NNG (으)로/JKB 나타나/VV
161,다음__01/NNG (으)로/JKB 지형__01/NNG 조건__02/NNG 때문/NNB 것/NNB 같/VA
162,간격__02/NNG (으)로/JKB 줄__01/NNG 박/VV 고정__06/NNG
163,그리하여/MAJ 후__08/NNG (으)로/JKB 남/VV 문제__06/NNG 오직__01/MAG 성숙/NNG
164,수행__03/NNG 관계자/NNG 순간__03/NNG (으)로/JKB 긴장/NNG 하/VV
165,방문__03/NNG 코스/NNG 모두/MAG 개/NNB (으)로/JKB 나뉘/VV
166,추석__01/NNG 후__08/NNG (으)로/JKB 처음/NNG 만나/VV 이/NNP 선생__01/NNG
167,앞/NNG (으)로/JKB 더/MAG 늘어나/VV 전망__03/NNG
168,순간__03/NNG (으)로/JKB 나/NP 가슴__01/NNG 콱/MAG 막히/VV
169,그리고/MAJ 처음/NNG (으)로/JKB 하늘/NNG 보__01/VV 듯/NNB
170,(으)로/JKB 앞서/VV 회/NNB 말__11/NNB
171,물__01/NNG 좋/VA 이유__04/NNG 하나/NR (으)로/JKB
172,마지막/NNG (으)로/JKB 번/NNB 더/MAG 돌리__04/VV 창조__03/NNG 끝/NNG
173,호연지기/NNG 가지/VV 사람/NNG 구체__02/NNG (으)로/JKB 사람/NNG
174,쪽__05/NNB 같/VA 너비/NNG (으)로/JKB 박음질/NNG
175,외래어/NNG 국어/NNG 자모__03/NNG (으)로/JKB 적__01/VV
176,이후__02/NNG (으)로/JKB 다시/MAG 보__01/VV 처음/NNG
177,앞/NNG (으)로/JKB 열심히/MAG 일본어/NNP 배우__01/VV
178,둘째/NR (으)로/JKB 한국/NNP 역량__01/NNG 관하__02/VV 것/NNB
179,환상__02/NNG 기준/NNG (으)로/JKB 가득/MAG 차__01/VV
180,또한/MAJ 분석__02/NNG (으)로/JKB 보__01/VV
181,소속__01/NNG 단체__02/NNG 활동가/NNG 유형__07/NNG 부류__02/NNG (으)로/JKB 나누/VV
182,최동식/NNP 날__01/NNG 이후__02/NNG (으)로/JKB 나타나/VV
183,병수/NNP 사흘/NNG 뒤__01/NNG 토요일/NNG (으)로/JKB 날짜__01/NNG 정하__03/VV
184,하지만/MAJ 경기__11/NNG 대__11/NNB (으)로/JKB 이기__01/VV
185,나/NP 날__01/NNG 처음/NNG (으)로/JKB 그녀/NP 안/VV
186,후__08/NNG (으)로/JKB 곰__03/NNG 못/MAG 만나/VV
187,번/NNB (으)로/JKB 신랑__02/NNG 신부__10/NNG 각기/MAG 잔__03/NNG 마시/VV
188,성냥개비/NNG 개/NNB (으)로/JKB 정삼각형/NNG 만들/VV
189,고도계/NNG 수은주/NNG 밀리바/NNG (으)로/JKB 내려오/VV
190,문제__06/NNG 둘/NR (으)로/JKB 나누/VV
191,처음/NNG (으)로/JKB 학교/NNG 공부__01/NNG 흥미/NNG 느끼__02/VV 시작__01/NNG
192,말__01/NNG 가지/NNB (으)로/JKB 해석__04/NNG 수__02/NNB 있/VV
193,주가__05/NNG 소폭__01/NNG (으)로/JKB 내리/VV
194,처음/NNG (으)로/JKB 그녀/NP 술__01/NNG 배우__01/VV
195,넷째/NR (으)로/JKB 인간주의/NNG 방식__01/NNG 편견/NNG 있/VV
196,후__08/NNG (으)로/JKB 물품/NNG 바코드/NNG 붙이/VV
197,영선/NNP 순간__03/NNG (으)로/JKB 아버지/NNG 느끼__02/VV
198,구체__02/NNG (으)로/JKB 어쩌/VV 것/NNB
199,전적__03/NNG (으)로/JKB 술__01/NNG 취하__03/VV 까닭/NNG
200,모둠/NNG (으)로/JKB 공동__04/NNG 화/XSN/NNG 그리/VV
201,날__01/NNG 뒤__01/NNG (으)로/JKB 우리/NP 친하/VA
202,소화기__03/NNG 분말__01/NNG 소화기__03/NNG 할론/NNG 소화기__03/NNG (으)로/JKB 나뉘/VV
203,큰새/NNP 처음/NNG (으)로/JKB 술__01/NNG 마시/VV
204,실파__01/NNG 길이/NNG (으)로/JKB 썰__01/VV
205,마지막/NNG (으)로/JKB 크림/NNG 위__01/NNG 시나몬/NNG 파우더/NNG 뿌리/VV
206,앞/NNG (으)로/JKB 잘/MAG 부탁/NNG 드리__01/VV
207,마지막/NNG (으)로/JKB 병원__02/NNG 쪼록/NNG 잡__01/VV
208,그날/NNG 밤__01/NNG (으)로/JKB 일자리/NNG 나서/VV 때문/NNB
209,냄새/NNG (으)로/JKB 보__01/VV 어물__04/NNG 포목__01/NNG
210,나/NP 처음/NNG (으)로/JKB 속__01/NNG 부대끼/VV
211,아가씨/NNG 순간__03/NNG (으)로/JKB 눈__01/NNG 마주치/VV
212,나/NP 자신__01/NNG 곧장/MAG 막판/NNG (으)로/JKB 가/VV
213,그렇/VA 그거/NP 하나/NR (으)로/JKB
214,그릇/NNG (으)로/JKB 같이/MAG 먹__02/VV
215,다음__01/NNG (으)로/JKB 관__06/NNG 받들/VV 조상__07/NNG 배알__02/NNG
216,질__08/NNG (으)로/JKB 다르/VA 것/NNB 그/NP 논리/NNG
217,마지막/NNG (으)로/JKB 남기/VV 말__01/NNG
218,현우/NNP 생후/NNG 처음/NNG (으)로/JKB 듣__01/VV 하모니카/NNG 소리__01/NNG
219,우선/MAG 아버지/NNG 파__04/NNG 어머니/NNG 파__05/NNG (으)로/JKB 나뉘/VV
220,넷째/NR (으)로/JKB 건강__03/NNG 신경__04/NNG 쓰__03/VV
221,우리/NP 어머니/NNG 살/NNB 나이__01/NNG (으)로/JKB 시집__01/NNG 가/VV
222,안건/NNG 오늘/NNG 중__04/NNB (으)로/JKB 끝내/VV
223,행시__88/NNG 회/NNB (으)로/JKB 군수__04/NNG 부지사/NNG 등__05/NNB 거치__01/VV 내무__01/NNG 관료/NNG
224,만일__01/NNG 현실__02/NNG (으)로/JKB 있/VV 말__01/NNG
225,내/NP 제일__04/NNG 마지막/NNG (으)로/JKB 하/VV
226,순자/NNP 명칭__02/NNG 종류__02/NNG (으)로/JKB 나누/VV
227,마지막/NNG (으)로/JKB 사랑__01/NNG 나누/VV 사랑__01/NNG 무엇/NP
228,단계__03/NNG (으)로/JKB 넘어가__01/VV
229,그런데/MAJ 적십자/NNP 회비/NNG 일괄/NNG (으)로/JKB 이장/NNG 거두/VV
230,전세__07/NNG 보증금/NNG 딱__03/MAG 갑절/NNG (으)로/JKB 오르/VV
231,그런데/MAJ 일/NNB (으)로/JKB 줄/VV
232,윤지/NNP 처음/NNG (으)로/JKB 듣__01/VV 언니/NNG 소리__01/NNG
233,그러나/MAJ 숙명__01/NNG (으)로/JKB 하/VV
234,그림__01/NNG 앞/NNG (으)로/JKB 사건__01/NNG 일어나/VV
235,나/NP 그날/NNG 처음/NNG (으)로/JKB 알/VV
236,말감/NNG 하나/NR (으)로/JKB 금방/MAG 배__01/NNG 부르/VV
237,전반__03/NNG (으)로/JKB 반감__01/NNG 느끼__02/VV 뜻/NNG
238,사랑__01/NNG 민중/NNG 구체__02/NNG (으)로/JKB 보__01/VV
239,그럼/MAJ 앞/NNG (으)로/JKB 계속/MAG 쏘시지/NNG 넣/VV 거/NNB
240,소중이/NNP 요구__03/NNG 사항__02/NNG 구체__02/NNG (으)로/JKB 적__01/VV
241,장기__10/NNG (으)로/JKB 성공__01/NNG 확신__01/NNG 갖/VV
242,전적__03/NNG (으)로/JKB 그렇/VA
243,것/NNB 한껏/MAG 극__05/NNG (으)로/JKB 연출__02/NNG 떠나/VV
244,기능__03/NNG 다음__01/NNG 가지/NNB 단계__03/NNG (으)로/JKB 나누/VV
245,후__08/NNG (으)로/JKB 그녀/NP 가끔/MAG 꿈__01/NNG 꾸__01/VV
246,호나우두/NNP 골__14/NNG (으)로/JKB 대회__02/NNG 득점왕/NNG 오르/VV
247,원칙/NNG (으)로/JKB 말__01/NNG 그렇/VA
248,마지막/NNG (으)로/JKB 용산/NNP 기지__08/NNG 이전__08/NNG 문제__06/NNG 있/VV
249,순간__03/NNG 선택/NNG 곱절/NNG (으)로/JKB 튀/VV
250,결과__02/NNG 개략/NNG (으)로/JKB 기술__03/NNG 다음__01/NNG 같/VA
251,앞/NNG (으)로/JKB 한동안/NNG 계속/MAG 그러/VV 생각__01/NNG
252,햇수/NNG (으)로/JKB 따지__01/VV 자그마치/MAG 년__02/NNB 동안__01/NNG
253,앞/NNG (으)로/JKB 그러/VV
254,차__06/NNG 백/NR 킬로미터/NNB 내외__01/NNG (으)로/JKB 달리__04/VV
255,이제/MAG 정옥/NNP 카드/NNG 하나/NR (으)로/JKB 배수진/NNG 치__05/VV
256,아침/NNG 저녁/NNG (으)로/JKB 살갗/NNG 닿/VV 공기__06/NNG
257,따라서/MAJ 언론/NNG 전적__03/NNG (으)로/JKB 신뢰__02/NNG 않/VV
258,그/NP 화풍__03/NNG 마디__01/NNG (으)로/JKB 규정__04/NNG 수__02/NNB 없/VA
259,아예/MAG 번/NNB 일요일/NNG (으)로/JKB 날__01/NNG 잡__01/VV
260,곳__01/NNG 세계__02/NNG (으)로/JKB 명소__01/NNG 되__01/VV
261,앞/NNG (으)로/JKB 재무위/NNG 하/VV 일__01/NNG
262,공자/NNP 사람/NNG 등급/NNG (으)로/JKB 나누/VV
263,나/NP 뒤__01/NNG (으)로/JKB 자주/MAG 서예방/NNG 들르/VV
264,백설탕/NNG 일반__02/NNG (으)로/JKB 가장__01/MAG 많이/MAG 쓰이__03/VV 설탕/NNG
265,그러나/MAJ 오늘/NNG 아침/NNG 처음/NNG (으)로/JKB 부르/VV 아버지/NNG
266,엄마/NNG 희영이/NNP 하나/NR (으)로/JKB 벅차/VA
267,거품/NNG 절반/NNG (으)로/JKB 줄이/VV 공해__01/NNG 세제__04/NNG
268,이것/NP 단계__03/NNG (으)로/JKB 나누/VV
269,폭__06/NNG (으)로/JKB 어슷/NNG 썰__01/VV
270,극단__01/NNG (으)로/JKB 정신__12/NNG 장애__02/NNG 일으키/VV
271,재즈/NNG 한마디/NNG (으)로/JKB 표현/NNG 방법/NNG 없/VA
272,시간__04/NNG 반__07/NNG 정도__11/NNG (으)로/JKB 왕복/NNG 다섯/NR 시간__04/NNG 걸리__01/VV
273,길이/NNG (으)로/JKB 썰__01/VV
274,이것/NP 또/MAG 얼마/NNG (으)로/JKB 팔/VV 것/NNB
275,그래서/MAJ 길__01/NNG (으)로/JKB 교장__03/NNG 집__01/NNG 찾아가/VV
276,둘째/NR (으)로/JKB 최고__02/NNG 위원__01/NNG 제도__01/NNG 있/VV
277,순간__03/NNG (으)로/JKB 시계__01/NNG 보__01/VV
278,마지막/NNG (으)로/JKB 그녀/NP 입술/NNG 가져가/VV
279,이제/MAG 독립/NNG 이유__04/NNG 가지/NNB (으)로/JKB 나누/VV
280,휴스턴/NNP 로키츠/NNP 보스턴/NNP 셀틱스/NNP 대__11/NNB (으)로/JKB 제치__01/VV
281,이/NP 년__02/NNB 판/NNB 내용__02/NNG 기본/NNG (으)로/JKB 같/VA
282,년__02/NNB (으)로/JKB 급상승/NNG 하/VV
283,둘/NR (으)로/JKB 안/MAG 셋/NR 팔/VV 것/NNB
284,마디__01/NNG (으)로/JKB 나/NP 살아나/VV
285,전술__04/NNG (으)로/JKB 변화/NNG 생기/VV
286,분야/NNG 대표/NNG (으)로/JKB 가지/NNB 이론__01/NNG 있/VV
287,우리나라/NNG 처음/NNG (으)로/JKB 아스팔트/NNG 포장__10/NNG 상설__03/NNG 자동차/NNG 경기장/NNG 생기/VV
288,로마/NNP 시대__02/NNG (으)로/JKB 돌아가/VV
289,우리/NP 돈__01/NNG (으)로/JKB 천억/NR 원__01/NNB 되__01/VV 돈__01/NNG
290,앞/NNG (으)로/JKB 어떡하/VV 셈/NNB
291,그런데/MAJ 사람/NNG 예외/NNG (으)로/JKB 억/NR 번/NNB 숨__01/NNG 쉬__04/VV
292,그리고/MAJ 음악__01/NNG 전적__03/NNG (으)로/JKB 나/NP 맡기/VV
293,뒤__01/NNG (으)로/JKB 그/NP 해미/NNP 처음/NNG 만나/VV
294,어느새/MAG 비디오테이프/NNG 다시/MAG 처음/NNG (으)로/JKB 되감기__01/VV
295,거기/NP 나타나/VV 요구__03/NNG 가지/NNB (으)로/JKB 집약/NNG
296,셋째/NR (으)로/JKB 목숨/NNG 앗__01/VV
297,셋째/NR (으)로/JKB 모뎀/NNG 있/VV
298,하지만/MAJ 후반__01/NNG (으)로/JKB 가/VV 섹스/NNG
299,한마디/NNG (으)로/JKB 미혹/NNG 빠지__02/VV 거/NNB
300,목적__03/NNG 대하__02/VV 신념__01/NNG 과학/NNG (으)로/JKB
301,마디__01/NNG (으)로/JKB 정__20/NNG 떨어지/VV 여자__02/NNG
302,아버지/NNG 은행__02/NNG 신용__01/NNG 도__04/NNG 순식간/NNG 바닥__01/NNG (으)로/JKB 곤두박질치/VV
303,천/NR 백/NR 원__01/NNB 천/NR 원__01/NNB (으)로/JKB 오르/VV
304,승객/NNG 수__26/NNG 명/NNB 내외__01/NNG (으)로/JKB 잡__01/VV
305,셋째/NR (으)로/JKB 시기__04/NNG 문제__06/NNG 있/VV
306,삼백/NR 오십/NR (으)로/JKB 놓__01/VV
307,상식__06/NNG (으)로/JKB 생각__01/NNG 하/VV
308,마디__01/NNG (으)로/JKB 길/VA 호흡/NNG
309,여인__01/NNG 표정__03/NNG 단박__03/NNG 도/NNB (으)로/JKB 바뀌/VV
310,산술__02/NNG 방식__01/NNG 부분__01/NNG (으)로/JKB 다르/VA 때문/NNB
